analysis_status,recommendationid,appid,game_name,review_datetime,release_date,days_from_release,release_period,steam_label_text,playtime_at_review_hours,votes_up,weighted_vote_score,llm_sentiment,sentiment_score,llm_primary_issue,llm_issue_tags,llm_urgency_candidate,llm_review_summary,llm_suggested_action,steam_llm_sentiment_relation
success,132230426,695330,SEASON: A letter to the future,2023-02-05 02:34:58,2023-01-31,5.0,D0-D30,positive,3.25,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""background noises is beautiful, the graphics are amazing and the journal is my favourite feature""}]",low,"그래픽, 사운드, 저널 기능에 매우 만족하며 즐겁게 플레이 중임.",현재의 아름다운 시각적/청각적 요소와 저널링 시스템의 완성도를 유지하고 향후 업데이트에서도 이러한 감성적인 경험을 강화할 것.,exact_match
success,132871974,695330,SEASON: A letter to the future,2023-02-15 02:54:44,2023-01-31,15.0,D0-D30,positive,8.283333333333333,0.0,0.5,mixed,3.0,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""neutral"", ""evidence"": ""very little in the way of gameplay, just take pictures, record audio, and chat with the occasional NPC""}, {""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""pacing is not on this game's side. Maybe it should've been shorter""}, {""category"": ""graphics_audio"", ""sentiment"": ""positive"", ""evidence"": ""gorgeous visuals and a unique art style, and a beautiful score""}]",medium,"감성적이고 아름다운 게임이나, 게임플레이가 단조롭고 페이싱이 다소 늘어지는 경향이 있음. 첫 플레이는 추천하나 재플레이 가치는 낮음.","게임의 핵심인 감성적 내러티브와 시각적 요소는 유지하되, 반복적인 이동이나 상호작용 구간의 페이싱을 개선하여 지루함을 줄이는 방안 고려.",partial_match
success,133618278,695330,SEASON: A letter to the future,2023-02-25 22:38:07,2023-01-31,25.0,D0-D30,positive,8.133333333333333,1.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Gorgeous game, both in its art and its narrative. A peaceful, bittersweet and yet comforting experience.""}]",low,아트와 내러티브가 훌륭하며 평화롭고 위로가 되는 경험을 제공하는 게임임.,"현재의 평화롭고 감성적인 게임 분위기와 내러티브의 강점을 유지하며, 향후 유사한 감성을 전달할 수 있는 콘텐츠 개발에 집중할 것.",exact_match
success,132014145,695330,SEASON: A letter to the future,2023-02-01 17:25:55,2023-01-31,1.0,D0-D30,positive,5.8,2.0,0.4923076927661896,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""beautifully written, touching narrative, gorgeous sound design, art style""}, {""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""interesting journaling gameplay loop""}]",low,"스토리, 사운드, 아트 스타일, 저널링 게임플레이 루프가 훌륭한 내러티브 중심의 탐험 게임으로 강력 추천함.",현재의 내러티브 중심 탐험 요소와 저널링 게임플레이 루프의 강점을 유지하고 향후 업데이트에서도 이러한 감성적인 분위기를 지속적으로 제공할 것.,exact_match
success,132061241,695330,SEASON: A letter to the future,2023-02-02 13:14:45,2023-01-31,2.0,D0-D30,positive,0.7666666666666667,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Storytelling at its finest, engrossing, atmospheric and relaxing""}]",low,몰입감 있고 분위기 있으며 편안한 스토리텔링이 매우 뛰어난 특별한 게임임.,"게임의 독특한 분위기와 몰입감 있는 스토리텔링을 강점으로 유지하며, 신규 유저 유입을 위해 이러한 분위기를 강조하는 마케팅을 지속할 것.",exact_match
success,132278759,695330,SEASON: A letter to the future,2023-02-05 19:08:20,2023-01-31,5.0,D0-D30,positive,8.566666666666666,6.0,0.547325074672699,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""great, 8h to finish, do not regret""}]",low,8시간의 플레이 타임 동안 만족스러운 경험을 제공한 훌륭한 게임임.,"현재의 플레이 타임과 게임 경험에 대한 만족도가 높으므로, 현재의 게임 완성도와 콘텐츠 볼륨을 유지할 것.",exact_match
success,131988830,695330,SEASON: A letter to the future,2023-02-01 08:04:51,2023-01-31,1.0,D0-D30,negative,1.2833333333333334,30.0,0.5867549180984497,negative,2.0,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""journal system is more annoying than fun""}, {""category"": ""story"", ""sentiment"": ""negative"", ""evidence"": ""trying to drive home a few themes constantly without much poise""}, {""category"": ""graphics_audio"", ""sentiment"": ""negative"", ""evidence"": ""voice acting is very subdued""}]",medium,"게임의 명상적인 분위기는 좋으나 전반적으로 지루하며, 저널 시스템이 불편하고 주제 전달 방식이 다소 강압적이라고 느낌.",저널 시스템의 사용자 편의성 개선 및 주제 전달 방식의 자연스러운 연출 방식 검토 필요.,exact_match
success,131987434,695330,SEASON: A letter to the future,2023-02-01 07:21:12,2023-01-31,1.0,D0-D30,positive,11.433333333333334,0.0,0.4761904776096344,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""captures the soul and curiosity of learning, capturing and documenting a place""}, {""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""I wish they had more of a runway.""}]",low,"탐험과 기록의 즐거움을 완벽하게 구현한 훌륭한 스토리텔링 게임이나, 콘텐츠 분량이 더 많았으면 하는 아쉬움이 있음.","현재의 탐험 및 기록 시스템의 강점을 유지하고, 향후 업데이트나 차기작에서 콘텐츠 확장 고려.",exact_match
success,131974895,695330,SEASON: A letter to the future,2023-02-01 01:27:43,2023-01-31,1.0,D0-D30,positive,2.0166666666666666,2.0,0.4724714159965515,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""gave me the good kind of chills""}]",low,게임의 분위기와 경험에 대해 매우 긍정적인 반응을 보임.,플레이어에게 깊은 인상을 남긴 현재의 분위기와 연출 요소 유지.,exact_match
success,133674024,695330,SEASON: A letter to the future,2023-02-26 15:36:20,2023-01-31,26.0,D0-D30,positive,10.0,1.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""beautiful, sad, hopeful, best game of 2023""}]",low,2023년 최고의 게임 후보로 꼽을 만큼 아름답고 감동적인 서사를 가진 게임임.,"현재의 감성적인 스토리텔링과 분위기 연출을 유지하고, 플레이어들이 깊게 몰입할 수 있는 서사적 강점을 지속적으로 강화할 것.",exact_match
success,132485290,695330,SEASON: A letter to the future,2023-02-09 19:34:09,2023-01-31,9.0,D0-D30,positive,8.2,0.0,0.5,mixed,3.0,content_volume,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""loved the subtle humor, imagery, scrapbook, bike mechanic""}, {""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""my only gripe was how short it was""}, {""category"": ""story"", ""sentiment"": ""neutral"", ""evidence"": ""vague the idea of the season and why everyone was so in tuned to it""}]",medium,"게임의 분위기, 스크랩북, 자전거 메커니즘은 훌륭하나 플레이 타임이 짧고 세계관 설정이 다소 모호함.",플레이 타임에 대한 아쉬움을 보완할 수 있는 추가 콘텐츠나 세계관의 설정을 더 명확히 전달할 수 있는 내러티브 보강 고려.,partial_match
success,132112740,695330,SEASON: A letter to the future,2023-02-03 08:52:45,2023-01-31,3.0,D0-D30,positive,5.516666666666667,15.0,0.6420676112174988,mixed,3.0,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""Very good, but very short.""}, {""category"": ""price_value"", ""sentiment"": ""negative"", ""evidence"": ""Wait until it goes on sale.""}]",medium,게임 자체는 훌륭하지만 분량이 짧아 정가보다는 할인 시 구매를 추천함.,짧은 플레이 타임 대비 가격 만족도를 높이기 위해 향후 업데이트를 통한 콘텐츠 확장이나 적절한 할인 프로모션 전략 검토.,partial_match
success,132153872,695330,SEASON: A letter to the future,2023-02-03 23:30:54,2023-01-31,3.0,D0-D30,negative,6.8,3.0,0.3884917497634887,mixed,3.0,story,"[{""category"": ""story"", ""sentiment"": ""negative"", ""evidence"": ""artistic and narrative choices that sincerely do not make sense that break my immersion""}]",low,"게임의 시각적 요소는 훌륭하나, 몰입을 방해하는 서사적 선택들로 인해 기대에 미치지 못함.","몰입을 저해하는 서사적 개연성 부족 구간을 검토하고, 플레이어의 공감을 이끌어낼 수 있는 스토리텔링 보완 고려.",partial_match
success,132229189,695330,SEASON: A letter to the future,2023-02-05 02:05:21,2023-01-31,5.0,D0-D30,positive,8.116666666666667,1.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""A real gem of a game, relaxing, exploration, contemplation, peace of mind, art style, voice acting, vistas""}]",low,"탐험과 사색에 집중한 평화로운 분위기, 훌륭한 아트 스타일과 성우 연기가 돋보이는 수작.",현재의 평화롭고 사색적인 분위기와 탐험 중심의 게임 플레이 경험을 유지 및 강화할 것.,exact_match
success,132094441,695330,SEASON: A letter to the future,2023-02-03 00:26:07,2023-01-31,3.0,D0-D30,positive,19.416666666666668,18.0,0.7177647948265076,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""enjoyed games like sable or heaven's vault, definitely give this one a try""}]",low,Sable이나 Heaven's Vault와 같은 장르의 게임을 좋아하는 유저들에게 추천함.,유사 장르 게임 팬들에게 어필할 수 있는 현재의 게임성 유지.,exact_match
success,132594151,695330,SEASON: A letter to the future,2023-02-11 06:12:06,2023-01-31,11.0,D0-D30,positive,16.233333333333334,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""compelling fictional setting and cosmology, superb vibes, simple and smooth controls""}]",low,"탐험, 기록, 자연의 순환을 다룬 매력적인 게임으로, 분위기와 서사가 훌륭함. 조작도 간결하고 부드러움.","현재의 매력적인 세계관과 분위기, 부드러운 조작감을 유지하며 플레이어의 호기심을 자극하는 서사적 강점을 지속적으로 강화할 것.",exact_match
success,131972131,695330,SEASON: A letter to the future,2023-02-01 00:13:52,2023-01-31,1.0,D0-D30,positive,3.683333333333333,1.0,0.523809552192688,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""rich and intriguing game, art direction and soundtrack are on point""}]",low,"아름답고 독특한 세계관과 스토리가 인상적이며, 특히 아트 디렉션과 사운드트랙이 매우 훌륭함.","높은 평가를 받은 아트 스타일과 사운드트랙의 완성도를 유지하고, 플레이어가 세계관에 몰입할 수 있는 시각적/청각적 경험을 지속적으로 제공할 것.",exact_match
success,132306703,695330,SEASON: A letter to the future,2023-02-06 07:07:01,2023-01-31,6.0,D0-D30,positive,12.35,5.0,0.5634920597076416,positive,4.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""visuals are pretty, atmosphere came from the music""}, {""category"": ""story"", ""sentiment"": ""neutral"", ""evidence"": ""no choices you make truly matter, ending is ultimately the same""}]",low,몰입감 있는 음악과 비주얼이 훌륭한 게임. 다만 선택지가 결말에 큰 영향을 주지 않는 점에 대해 언급함.,"음악과 비주얼에 대한 긍정적인 평가를 유지하되, 향후 서사 중심 게임 개발 시 선택지의 영향력이나 멀티 엔딩 요소에 대한 플레이어들의 기대치를 고려할 것.",exact_match
success,133707517,695330,SEASON: A letter to the future,2023-02-27 00:46:18,2023-01-31,27.0,D0-D30,positive,12.733333333333333,2.0,0.5258620381355286,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""A very special game that gives players the time to reflect and collect their thoughts""}]",low,플레이어에게 성찰의 시간을 제공하는 매우 특별한 게임이라고 평가함.,현재의 서정적이고 사색적인 게임 분위기와 철학적 메시지를 유지 및 강화할 것.,exact_match
success,133726482,695330,SEASON: A letter to the future,2023-02-27 08:22:42,2023-01-31,27.0,D0-D30,positive,9.616666666666667,33.0,0.7844380736351013,positive,4.0,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""The only negative thing about this game is that I wish it was longer.""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""The setting of Season is so beautiful and the storytelling is just so compelling.""}]",low,"아름다운 배경과 몰입감 있는 스토리텔링을 극찬하며, 게임이 더 길었으면 좋겠다는 아쉬움을 표현함.","플레이어들이 세계관에 깊이 몰입하고 있으므로, 향후 업데이트나 차기작에서 유사한 감성을 유지하면서 콘텐츠 분량을 확장하는 방향 고려.",exact_match
success,132746407,695330,SEASON: A letter to the future,2023-02-13 00:46:09,2023-01-31,13.0,D0-D30,positive,6.566666666666666,0.0,0.5,positive,4.0,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""my only wish is that it wasn't so short.""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""This game was like warm blanket wrapped around you every step of the way""}]",low,"따뜻한 분위기의 게임성에 만족하며, 짧은 플레이 타임에 대한 아쉬움과 후속작에 대한 기대를 표함.","플레이어들이 게임의 분위기를 매우 긍정적으로 평가하고 있으므로, 동일한 감성을 담은 후속 콘텐츠나 확장팩 개발을 검토할 것.",exact_match
success,131986272,695330,SEASON: A letter to the future,2023-02-01 06:45:02,2023-01-31,1.0,D0-D30,positive,7.466666666666667,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""artwork is beautiful, camera and recording mechanic is great""}, {""category"": ""story"", ""sentiment"": ""positive"", ""evidence"": ""themes about loss and memory presented in a gentle way""}]",low,"아름다운 아트워크와 카메라/녹음 메커니즘, 그리고 상실과 기억을 다루는 감동적인 스토리에 대해 매우 긍정적으로 평가함.","현재의 감성적인 스토리텔링과 독특한 카메라/녹음 메커니즘의 강점을 유지하고, 플레이어의 몰입을 돕는 탐험 요소들을 지속적으로 강화할 것.",exact_match
success,133066973,695330,SEASON: A letter to the future,2023-02-18 01:17:53,2023-01-31,18.0,D0-D30,positive,11.416666666666666,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""story"", ""sentiment"": ""positive"", ""evidence"": ""writing and story create a genuine feeling of unease and unsettling things""}, {""category"": ""graphics_audio"", ""sentiment"": ""positive"", ""evidence"": ""one of the prettiest experiences played""}]",low,"차분한 분위기 속에서 느껴지는 기묘한 불안감과 뛰어난 스토리텔링, 아름다운 그래픽을 높게 평가함.","분위기와 스토리의 조화를 유지하며, 플레이어에게 깊은 인상을 남기는 서사적 연출을 향후 프로젝트에서도 적극 활용할 것.",exact_match
success,132161716,695330,SEASON: A letter to the future,2023-02-04 02:56:03,2023-01-31,4.0,D0-D30,positive,9.183333333333334,2.0,0.5106853246688843,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""artstyle, vibe, character design are phenomenal""}, {""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""play/explore at your own pace, taking pictures comes naturally""}]",low,"자유로운 탐험 방식과 아름다운 아트 스타일, 뛰어난 캐릭터 디자인에 만족하며 구매를 강력히 추천함.","플레이어의 속도에 맞춘 탐험 경험과 시각적 완성도를 유지하고, 현재의 아트 스타일과 캐릭터 디자인의 강점을 향후 업데이트나 차기작에서도 계승할 것.",exact_match
success,133428403,695330,SEASON: A letter to the future,2023-02-23 17:50:58,2023-01-31,23.0,D0-D30,positive,7.216666666666667,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""thoroughly enjoyable game with calm cosy vibe, enjoyed scrap booking and stories""}, {""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""finished the game rather fast""}]",low,"차분하고 아늑한 분위기와 스크랩북 시스템, 스토리텔링이 훌륭한 게임입니다. 플레이 타임이 다소 짧게 느껴지지만 후속작이 기대되는 만족스러운 경험입니다.","현재의 아늑한 분위기와 스크랩북 시스템 등 핵심 게임플레이 요소를 유지하고, 향후 콘텐츠 확장이나 후속작 개발 시 플레이 타임 확보를 고려하십시오.",exact_match
success,132235612,695330,SEASON: A letter to the future,2023-02-05 04:42:53,2023-01-31,5.0,D0-D30,positive,8.133333333333333,0.0,0.5,positive,4.0,ui_ux,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Beautiful, short game, compelling and introspective story""}, {""category"": ""ui_ux"", ""sentiment"": ""negative"", ""evidence"": ""cutaways are clunky, wish certain scenes lingered a bit more""}]",medium,"스토리가 매력적이고 철학적이지만, 컷신 전환이 다소 투박하고 감정적 여운을 느끼기엔 장면 전환이 빠른 점이 아쉽습니다.","컷신 전환의 부드러움을 개선하고, 중요한 서사적 장면에서 플레이어가 충분히 몰입할 수 있도록 템포 조절(대기 시간 추가 등)을 검토하십시오.",exact_match
success,132514266,695330,SEASON: A letter to the future,2023-02-10 11:06:08,2023-01-31,10.0,D0-D30,positive,6.633333333333334,1.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Stunning visuals, audio, story, and customisation""}]",low,"비주얼, 오디오, 스토리, 커스터마이징 요소가 모두 뛰어난 게임으로 강력히 추천합니다.","현재의 뛰어난 시각적, 청각적 연출과 커스터마이징 시스템을 유지 및 강화하십시오.",exact_match
success,132262616,695330,SEASON: A letter to the future,2023-02-05 14:40:59,2023-01-31,5.0,D0-D30,positive,5.716666666666667,7.0,0.5909814834594727,positive,4.0,positive_praise,"[{""category"": ""story"", ""sentiment"": ""positive"", ""evidence"": ""The story was good, and the narration kept me playing til the last.""}, {""category"": ""graphics_audio"", ""sentiment"": ""positive"", ""evidence"": ""the environment was awesome, I love the voice.""}, {""category"": ""other"", ""sentiment"": ""negative"", ""evidence"": ""the animation was not up to mark.""}]",low,"스토리와 환경, 성우 연기에 매우 만족했으나 애니메이션 품질에 대해서는 아쉬움을 표함. 전반적으로 즐거운 경험이었음.","스토리와 성우 연기 등 강점을 유지하고, 향후 업데이트나 차기작에서 애니메이션의 부드러움과 퀄리티를 개선할 필요가 있음.",exact_match
success,132018488,695330,SEASON: A letter to the future,2023-02-01 18:52:41,2023-01-31,1.0,D0-D30,positive,7.383333333333334,4.0,0.5608108043670654,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""the game exceeded all my expectations. season is easily in my top 3 favorite games.""}, {""category"": ""ui_ux"", ""sentiment"": ""neutral"", ""evidence"": ""when the child takes you on a tour of the valley it kind of felt like they were taking me on a different path.""}]",low,기대 이상의 명작. 특정 구간에서 가이드 동선이 혼란스러웠으나 게임 경험에 큰 지장은 없었음.,특정 퀘스트 구간에서 플레이어의 자유로운 탐험과 NPC 가이드 간의 동선 혼선을 방지할 수 있는 UI/UX 개선 고려.,exact_match
success,132056447,695330,SEASON: A letter to the future,2023-02-02 11:19:54,2023-01-31,2.0,D0-D30,positive,7.633333333333334,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""I completed this game in one mammoth sitting because I just got so engrossed in its world. I STRONGLY recommend.""}]",low,게임의 세계관과 탐험 요소에 깊이 몰입하여 한 번에 엔딩까지 플레이함. 매우 긍정적인 추천 리뷰.,현재의 탐험 중심 게임플레이 루프와 독특한 세계관 구축 방식을 유지 및 강화할 것.,exact_match
success,132442987,695330,SEASON: A letter to the future,2023-02-08 22:19:11,2023-01-31,8.0,D0-D30,positive,15.1,1.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""예술적이고 시적인 게임 경험, 풍경 감상과 자전거 타기가 즐거움""}, {""category"": ""ui_ux"", ""sentiment"": ""negative"", ""evidence"": ""캐릭터 이동 속도가 너무 느려 답답함""}]",low,"예술적이고 감성적인 경험을 제공하는 훌륭한 게임이나, 캐릭터의 이동 속도가 느린 점은 다소 아쉬움.","현재의 아름다운 시각적 연출과 자전거 주행 경험을 유지하되, 캐릭터 이동 속도 개선 또는 이동 편의성 옵션 검토.",exact_match
success,132254424,695330,SEASON: A letter to the future,2023-02-05 12:20:46,2023-01-31,5.0,D0-D30,positive,24.566666666666663,0.0,0.5,positive,4.0,story,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""차분한 분위기, 훌륭한 캐릭터와 스토리""}, {""category"": ""story"", ""sentiment"": ""negative"", ""evidence"": ""결말이 다소 갑작스럽고 이야기가 덜 끝난 느낌을 줌""}]",low,"분위기와 스토리가 훌륭한 게임이나, 결말이 다소 갑작스럽고 세계관에 대한 정보가 부족하게 느껴짐.","스토리의 결말부 연출이 의도된 여운인지, 혹은 정보 부족으로 인한 불만인지 검토하고, 세계관 설정을 보강할 수 있는 추가 요소 고려.",exact_match
success,132356983,695330,SEASON: A letter to the future,2023-02-07 06:43:07,2023-01-31,7.0,D0-D30,negative,4.9,15.0,0.5326926112174988,negative,1.0,price_value,"[{""category"": ""price_value"", ""sentiment"": ""negative"", ""evidence"": ""25유로 대비 3시간의 짧은 플레이 타임, 게임이라기보다 데모 같음""}]",medium,"가격 대비 콘텐츠 분량이 매우 부족하며, 완성된 게임이라기보다 데모 버전처럼 느껴진다는 불만.","가격 대비 플레이 타임에 대한 유저들의 기대치를 분석하고, 향후 콘텐츠 업데이트나 가격 정책 재검토 필요.",exact_match
success,132296894,695330,SEASON: A letter to the future,2023-02-06 01:53:43,2023-01-31,6.0,D0-D30,positive,6.783333333333333,1.0,0.523809552192688,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Beautiful, soothing and very unique. ASMR in video game form.""}, {""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""I wish it was longer""}]",low,"아름답고 독특한 분위기의 힐링 게임으로, ASMR 같은 몰입감을 제공함. 다만 플레이 타임이 짧은 점이 아쉬움.","현재의 아름다운 시각적, 청각적 연출과 힐링 분위기를 유지 및 강화할 것. 향후 콘텐츠 확장 시 플레이 타임 보완 고려.",exact_match
success,132029326,695330,SEASON: A letter to the future,2023-02-01 22:46:15,2023-01-31,1.0,D0-D30,positive,1.5666666666666669,1.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""beautiful game, sound design is perfect, voice acting, and the graphics fit together do well""}]",low,"아름다운 그래픽, 완벽한 사운드 디자인과 성우 연기가 조화로운 훌륭한 게임임. Spiritfarer 팬들에게 추천함.","현재의 높은 수준의 사운드 디자인, 성우 연기, 그래픽 조화를 유지할 것. 긍정적인 사용자 경험을 지속적으로 제공.",exact_match
success,132161088,695330,SEASON: A letter to the future,2023-02-04 02:38:54,2023-01-31,4.0,D0-D30,positive,7.816666666666666,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Beautiful from start to finish, made me cry and everything""}]",low,처음부터 끝까지 아름답고 감동적인 경험을 선사하는 게임임.,현재의 감동적인 내러티브와 연출력을 유지할 것. 플레이어에게 깊은 인상을 남기는 강점을 지속적으로 활용.,exact_match
success,132387172,695330,SEASON: A letter to the future,2023-02-07 19:54:06,2023-01-31,7.0,D0-D30,positive,10.2,1.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Brilliant game, calm, visually appealing, beautiful thoughts.""}]",low,"매우 아름답고 차분한 분위기의 게임으로, 주인공의 내면 묘사가 훌륭하여 강력히 추천함.","현재의 차분한 분위기와 서사적 강점을 유지하고, 플레이어의 몰입을 돕는 감성적인 연출을 지속적으로 강화할 것.",exact_match
success,132267318,695330,SEASON: A letter to the future,2023-02-05 15:56:36,2023-01-31,5.0,D0-D30,positive,5.3,0.0,0.5,mixed,3.0,performance,"[{""category"": ""graphics_audio"", ""sentiment"": ""negative"", ""evidence"": ""graphical bugs every now and then""}, {""category"": ""performance"", ""sentiment"": ""negative"", ""evidence"": ""runs very poorly on Steam Deck, 20-30 fps""}, {""category"": ""ui_ux"", ""sentiment"": ""negative"", ""evidence"": ""needs more graphics customizability""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""peaceful and deliberate intentionality, relaxing game""}]",high,"게임의 분위기는 매우 만족스러우나, Steam Deck에서의 최적화 문제와 그래픽 설정 옵션 부족이 아쉬움.",Steam Deck 최적화 개선 및 그래픽 세부 설정 옵션 추가를 통해 저사양 기기에서의 프레임 안정성 확보 필요.,partial_match
success,132231195,695330,SEASON: A letter to the future,2023-02-05 02:53:41,2023-01-31,5.0,D0-D30,positive,7.283333333333333,0.0,0.4761904776096344,mixed,4.0,story,"[{""category"": ""performance"", ""sentiment"": ""negative"", ""evidence"": ""chug a tiny bit in forest-y area""}, {""category"": ""story"", ""sentiment"": ""negative"", ""evidence"": ""dialogue felt a bit flat or off, specific scene dialogue awkward""}, {""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""trouble finding where to locate bird sounds, unclear if recordable""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""very cozy game, amazing overall""}]",medium,"전반적으로 훌륭한 힐링 게임이나, 특정 지역의 프레임 드랍, 일부 대사의 어색함, 수집 요소(새 소리)의 가시성 부족이 개선되었으면 함.","특정 지역 최적화, 어색한 대사 수정 및 재녹음 검토, 수집 요소(새 소리)의 획득 가능 여부를 시각적으로 명확히 인지할 수 있는 가이드 개선.",partial_match
success,133257391,695330,SEASON: A letter to the future,2023-02-20 21:30:58,2023-01-31,20.0,D0-D30,negative,0.9666666666666668,5.0,0.485792875289917,negative,2.0,story,"[{""category"": ""story"", ""sentiment"": ""negative"", ""evidence"": ""과도한 형이상학적 설명으로 인해 플레이어가 스스로 생각할 여유가 부족함""}, {""category"": ""control"", ""sentiment"": ""negative"", ""evidence"": ""아이템 상세 보기 종료 시 3개의 버튼을 눌러야 하는 등 조작이 번거로움""}, {""category"": ""control"", ""sentiment"": ""negative"", ""evidence"": ""이동 및 카메라 보정 기능이 반응성을 떨어뜨림""}]",medium,"게임의 분위기는 좋으나, 과도한 서사 설명이 몰입을 방해하며 조작감이 불편함.","서사 전달 방식을 간결하게 개선하고, 아이템 상세 보기 종료 등 반복적인 조작 단계를 최적화할 필요가 있음.",exact_match
success,133392855,695330,SEASON: A letter to the future,2023-02-23 02:25:13,2023-01-31,23.0,D0-D30,positive,3.183333333333333,1.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""분위기가 차분하고 탐험을 유도하는 흥미로운 세계관 구축""}]",low,차분한 분위기와 흥미로운 세계관 덕분에 탐험하는 재미가 있음.,현재의 차분하고 몰입감 있는 세계관과 분위기를 유지 및 강화할 것.,exact_match
success,132265532,695330,SEASON: A letter to the future,2023-02-05 15:27:02,2023-01-31,5.0,D0-D30,positive,10.2,1.0,0.4995740056037903,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""저널 기록 메커니즘이 게임의 핵심을 잘 잡아주며, 그래픽과 오디오 품질이 훌륭함""}]",low,"저널 기록 시스템이 매우 만족스럽고, 그래픽과 오디오 품질이 뛰어나 몰입감이 높음.",플레이어의 개성이 담기는 저널 시스템과 고품질의 시청각적 경험을 유지할 것.,exact_match
