recommendationid,appid,game_name,steam_label_text,llm_sentiment,llm_primary_issue,llm_urgency_candidate,release_period,playtime_at_review_hours,votes_up,weighted_vote_score,llm_issue_category,issue_name_kor,llm_issue_sentiment,llm_issue_evidence
150337378,1619570,Death Roads: Tournament,positive,positive,bug,medium,D0-D30,29.9,2.0,0.5199999809265137,story,스토리,neutral,스토리가 더 보강되면 좋겠다는 의견
150385791,1619570,Death Roads: Tournament,positive,mixed,content_volume,medium,D0-D30,4.966666666666667,2.0,0.5297157168388367,content_volume,콘텐츠 분량,negative,"4번의 시도 만에 모든 콘텐츠를 경험한 느낌, 콘텐츠 부족함"
150385791,1619570,Death Roads: Tournament,positive,mixed,content_volume,medium,D0-D30,4.966666666666667,2.0,0.5297157168388367,progression_grind,성장/반복 노가다,negative,"진행도 시스템, 하드모드, 런 모디파이어 등 추가 필요"
150385791,1619570,Death Roads: Tournament,positive,mixed,content_volume,medium,D0-D30,4.966666666666667,2.0,0.5297157168388367,gameplay_loop,게임플레이 루프,negative,"전투 목표가 '모두 죽이기'로 단조로움, 레이싱 게임다운 다양성 부족"
150385791,1619570,Death Roads: Tournament,positive,mixed,content_volume,medium,D0-D30,4.966666666666667,2.0,0.5297157168388367,balance,밸런스,negative,"일부 파츠가 너무 비슷하고 성능이 낮음, 방어력 스태킹에 의존적인 밸런스"
150389421,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,3.433333333333333,0.0,0.5,positive_praise,긍정 칭찬,positive,자동차 전투와 로그라이트 장르의 조합이 좋고 가격 대비 훌륭함
150419617,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,4.15,0.0,0.5,positive_praise,긍정 칭찬,positive,"10/10, 게임 내 상황에 대한 유머러스한 언급"
150460059,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,26.366666666666667,2.0,0.5454545617103577,balance,밸런스,negative,"무기(로켓 런처, 바주카) 및 스폰서 밸런스 문제 언급"
150460059,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,26.366666666666667,2.0,0.5454545617103577,ui_ux,UI/UX,negative,Overload 메커니즘 설명 부족
150460059,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,26.366666666666667,2.0,0.5454545617103577,graphics_audio,그래픽/사운드,negative,장시간 플레이 시 음악이 단조로워짐
150460059,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,26.366666666666667,2.0,0.5454545617103577,positive_praise,긍정 칭찬,positive,FTL과 Slay the Spire의 장점을 잘 결합한 재미있는 게임
150467973,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,20.6,0.0,0.5,positive_praise,긍정 칭찬,positive,"빌드 학습을 통한 밸런스 극복 가능, 매우 추천함"
150470398,1619570,Death Roads: Tournament,positive,positive,bug,medium,D0-D30,15.7,0.0,0.5,content_volume,콘텐츠 분량,neutral,"more content, maybe more boards"
150470398,1619570,Death Roads: Tournament,positive,positive,bug,medium,D0-D30,15.7,0.0,0.5,translation_localization,번역/현지화,negative,spelling that needs to be corrected
150470398,1619570,Death Roads: Tournament,positive,positive,bug,medium,D0-D30,15.7,0.0,0.5,bug,버그,negative,Flask of Oblivion gadget needs to be fixed
150480332,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,7.233333333333333,1.0,0.5258620381355286,positive_praise,긍정 칭찬,positive,Slay the Spire with a hefty helping of Mad Max
150517392,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,8.166666666666666,0.0,0.5,translation_localization,번역/현지화,negative,Woobly Bobblehead description typo 'Gaind' to 'Gain'
150517392,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,8.166666666666666,0.0,0.5,positive_praise,긍정 칭찬,positive,"enjoying the game, grind feels appropriate, challenging enemies"
150524297,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,1.1333333333333333,0.0,0.5,positive_praise,긍정 칭찬,positive,Car Wars와 덱 빌더의 조합이 좋고 그래픽 스타일과 무기가 흥미로움
150532543,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,3.2,0.0,0.5,positive_praise,긍정 칭찬,positive,Car Wars와 Thunder Road에 대한 향수를 불러일으킴
150550922,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,2.333333333333333,0.0,0.5,balance,밸런스,negative,일부 무기의 밸런스 문제 및 게임 디자인의 불합리함 언급
150550922,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,2.333333333333333,0.0,0.5,ui_ux,UI/UX,negative,게임 내 일부 요소에 대한 설명 부족
150550922,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,2.333333333333333,0.0,0.5,content_volume,콘텐츠 분량,negative,플레이 타임이 길지 않고 콘텐츠 부족 우려
150550922,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,2.333333333333333,0.0,0.5,positive_praise,긍정 칭찬,positive,전반적인 게임 컨셉과 직관적인 플레이 방식은 긍정적임
150640438,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,18.4,0.0,0.5,positive_praise,긍정 칭찬,positive,Really excellent and fun
150640438,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,18.4,0.0,0.5,content_volume,콘텐츠 분량,positive,hope the dev will keep adding content/dlc's
150889436,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,6.65,0.0,0.5,positive_praise,긍정 칭찬,positive,It's super fun tinkering with vehicles
150889436,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,6.65,0.0,0.5,difficulty,난이도,neutral,Might be a little frustrating during first few runs
150927584,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,14.6,2.0,0.5454545617103577,positive_praise,긍정 칭찬,positive,"art, style & music really helps bring it all together"
150927584,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,14.6,2.0,0.5454545617103577,progression_grind,성장/반복 노가다,negative,"Leveling up feels slow, new cards unlock feel unclear"
150927584,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,14.6,2.0,0.5454545617103577,gameplay_loop,게임플레이 루프,negative,"Runs could be a bit shorter, repetition in middle to end points"
150927584,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,14.6,2.0,0.5454545617103577,content_volume,콘텐츠 분량,negative,Wish there was a bit more variety in enemy cars/modes
151235593,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,18.05,0.0,0.5,gameplay_loop,게임플레이 루프,negative,Each run takes twice as long as it should
151235593,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,18.05,0.0,0.5,balance,밸런스,negative,lot of punishing RNG
151235593,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,18.05,0.0,0.5,progression_grind,성장/반복 노가다,negative,prohibitively time-consuming to unlock all the characters
151235593,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,18.05,0.0,0.5,positive_praise,긍정 칭찬,positive,first few times when you figure out how to beat the game are really rewarding
151357818,1619570,Death Roads: Tournament,positive,positive,balance,low,D0-D30,26.95,0.0,0.5,balance,밸런스,negative,there are some balance issues
151357818,1619570,Death Roads: Tournament,positive,positive,balance,low,D0-D30,26.95,0.0,0.5,positive_praise,긍정 칭찬,positive,"Quickly becoming a favorite game, tough enemies are a lot less intimidating after leveling up"
151536531,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,9.733333333333333,0.0,0.5,positive_praise,긍정 칭찬,positive,Once you get your head round how stuff works together it becomes super enjoyable.
151665134,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,4.116666666666666,0.0,0.5,positive_praise,긍정 칭찬,positive,"Nice little game, with plenty of tactical challanges to overcome"
151788151,1619570,Death Roads: Tournament,positive,mixed,bug,high,D0-D30,12.5,0.0,0.5,bug,버그,negative,some of the abilities in the game just aren't working
151788151,1619570,Death Roads: Tournament,positive,mixed,bug,high,D0-D30,12.5,0.0,0.5,balance,밸런스,negative,"upgrade economy isn't great; not enough money early game, too much late game"
151788151,1619570,Death Roads: Tournament,positive,mixed,bug,high,D0-D30,12.5,0.0,0.5,gameplay_loop,게임플레이 루프,neutral,cards all go into specific slots on the car rather than just in the deck
151788151,1619570,Death Roads: Tournament,positive,mixed,bug,high,D0-D30,12.5,0.0,0.5,positive_praise,긍정 칭찬,positive,car positioning makes it feel fluid; sequencing turns and building combos feels fresh
152120654,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,9.466666666666669,3.0,0.5722222328186035,positive_praise,긍정 칭찬,positive,really enjoyed this; strategic game with depth; well worth a tenner
152120654,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,9.466666666666669,3.0,0.5722222328186035,difficulty,난이도,positive,not too difficult if you understand mechanics like armour stacking and mitigation
152292009,1619570,Death Roads: Tournament,positive,positive,performance,medium,D0-D30,16.683333333333334,0.0,0.5,performance,성능,negative,"AMD cap doesn't work in menus, and the games run at 3000+FPS average"
152292009,1619570,Death Roads: Tournament,positive,positive,performance,medium,D0-D30,16.683333333333334,0.0,0.5,positive_praise,긍정 칭찬,positive,Fun game to play.
152743314,1619570,Death Roads: Tournament,negative,negative,bug,high,D0-D30,14.233333333333333,4.0,0.5101391077041626,content_volume,콘텐츠 분량,negative,"gets repetitive after a few runs, dozen or so enemies makes the battles feel similar"
152743314,1619570,Death Roads: Tournament,negative,negative,bug,high,D0-D30,14.233333333333333,4.0,0.5101391077041626,balance,밸런스,negative,some drivers and starting vehicles are so significantly better than others
152743314,1619570,Death Roads: Tournament,negative,negative,bug,high,D0-D30,14.233333333333333,4.0,0.5101391077041626,bug,버그,negative,multiple instances of softlocks during later portions of some of my runs
152743314,1619570,Death Roads: Tournament,negative,negative,bug,high,D0-D30,14.233333333333333,4.0,0.5101391077041626,other,기타,negative,fairly certain they directly used generative AI to make some of their background art
152746798,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,16.6,1.0,0.4915514588356018,positive_praise,긍정 칭찬,positive,Really awesome and unique roguelike deckbuilder! love the look and mechanics
152746798,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,16.6,1.0,0.4915514588356018,difficulty,난이도,negative,needs to be higher difficulty
152746798,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,16.6,1.0,0.4915514588356018,content_volume,콘텐츠 분량,negative,"only like 2 build types, i'd like to see more different build options added"
152756356,1619570,Death Roads: Tournament,negative,negative,balance,high,D0-D30,4.05,16.0,0.6461093425750732,balance,밸런스,negative,AI가 규칙을 무시하고 카드를 무제한으로 사용하는 것처럼 느껴짐
152756356,1619570,Death Roads: Tournament,negative,negative,balance,high,D0-D30,4.05,16.0,0.6461093425750732,balance,밸런스,negative,적의 배치와 공격력이 너무 강력하여 불합리함
152952424,1619570,Death Roads: Tournament,negative,mixed,balance,medium,D0-D30,26.866666666666667,2.0,0.4339742064476013,balance,밸런스,negative,특정 차량(최종 해금 차량) 외에는 승리가 매우 어려움
152952424,1619570,Death Roads: Tournament,negative,mixed,balance,medium,D0-D30,26.866666666666667,2.0,0.4339742064476013,multiplayer_network,멀티/네트워크,negative,멀티플레이어 모드의 부재에 대한 아쉬움
152952424,1619570,Death Roads: Tournament,negative,mixed,balance,medium,D0-D30,26.866666666666667,2.0,0.4339742064476013,positive_praise,긍정 칭찬,positive,보드게임 원작의 핵심 재미와 시스템은 잘 구현됨
152971753,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,4.766666666666667,1.0,0.5018393397331238,positive_praise,긍정 칭찬,positive,턴제 카드 레이싱 게임으로서의 기본 재미와 수집 요소 만족
152980198,1619570,Death Roads: Tournament,negative,negative,balance,high,D0-D30,15.233333333333333,48.0,0.818513810634613,balance,밸런스,negative,rumble effect is imbalanced and run-ending
152980198,1619570,Death Roads: Tournament,negative,negative,balance,high,D0-D30,15.233333333333333,48.0,0.818513810634613,balance,밸런스,negative,damage mitigation and armor are ineffective
152980198,1619570,Death Roads: Tournament,negative,negative,balance,high,D0-D30,15.233333333333333,48.0,0.818513810634613,balance,밸런스,negative,card costs and benefits are poorly tuned
152980198,1619570,Death Roads: Tournament,negative,negative,balance,high,D0-D30,15.233333333333333,48.0,0.818513810634613,difficulty,난이도,negative,game is difficult for the wrong reasons and not rewarding
152980198,1619570,Death Roads: Tournament,negative,negative,balance,high,D0-D30,15.233333333333333,48.0,0.818513810634613,developer_communication,개발사 소통,negative,early access feedback was largely ignored
153313367,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,12.716666666666669,1.0,0.5,positive_praise,긍정 칭찬,positive,"unique take on a deck builder rogue lite, fun once it clicks"
153313367,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,12.716666666666669,1.0,0.5,ui_ux,UI/UX,negative,should be able to check garage and map at all times
153328486,1619570,Death Roads: Tournament,negative,negative,difficulty,medium,D0-D30,16.966666666666665,6.0,0.5620719194412231,balance,밸런스,negative,"situations can't be managed, problem with tactics"
153328486,1619570,Death Roads: Tournament,negative,negative,difficulty,medium,D0-D30,16.966666666666665,6.0,0.5620719194412231,difficulty,난이도,negative,"difficulty raises too much, game feels like a chore"
153392376,1619570,Death Roads: Tournament,negative,negative,gameplay_loop,high,D0-D30,6.8,2.0,0.5190766453742981,gameplay_loop,게임플레이 루프,negative,부품 업그레이드 부재 및 교체 방식의 단조로움
153392376,1619570,Death Roads: Tournament,negative,negative,gameplay_loop,high,D0-D30,6.8,2.0,0.5190766453742981,balance,밸런스,negative,초반과 후반 부품 성능 차이가 거의 없음
153392376,1619570,Death Roads: Tournament,negative,negative,gameplay_loop,high,D0-D30,6.8,2.0,0.5190766453742981,difficulty,난이도,negative,난이도 곡선이 부적절함
153392376,1619570,Death Roads: Tournament,negative,negative,gameplay_loop,high,D0-D30,6.8,2.0,0.5190766453742981,content_volume,콘텐츠 분량,negative,유물(Relics)이 너무 희귀하고 효과가 미미함
153457421,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,7.55,1.0,0.5,positive_praise,긍정 칭찬,positive,"고전 게임에 대한 오마주와 전략적 깊이, 캠페인 리플레이성 호평"
153457421,1619570,Death Roads: Tournament,positive,positive,positive_praise,low,D0-D30,7.55,1.0,0.5,graphics_audio,그래픽/사운드,positive,그래픽이 장르에 적합하고 스타일이 좋음
153472730,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,28.616666666666667,1.0,0.5,balance,밸런스,negative,중반부 밸런스 문제 및 특정 파일럿/차량의 OP 성능 문제
153472730,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,28.616666666666667,1.0,0.5,difficulty,난이도,negative,난이도 조절 기능 부재 및 특정 조합의 극단적 난이도
153472730,1619570,Death Roads: Tournament,positive,mixed,balance,medium,D0-D30,28.616666666666667,1.0,0.5,positive_praise,긍정 칭찬,positive,위치 기반 덱 빌딩 시스템의 독창성 호평
153485316,1619570,Death Roads: Tournament,negative,negative,bug,high,D0-D30,3.5,3.0,0.4683922529220581,bug,버그,negative,bugs that don't spawn any opponents ending the run
153485316,1619570,Death Roads: Tournament,negative,negative,bug,high,D0-D30,3.5,3.0,0.4683922529220581,gameplay_loop,게임플레이 루프,negative,too much random with the cards and a complete lack of achievement
153485316,1619570,Death Roads: Tournament,negative,negative,bug,high,D0-D30,3.5,3.0,0.4683922529220581,price_value,가격/가치,negative,This is a $5 app that you would play on a tablet
153486922,1619570,Death Roads: Tournament,positive,positive,gameplay_loop,low,D0-D30,4.633333333333334,1.0,0.5,gameplay_loop,게임플레이 루프,positive,"Easy mechanics, fun game, challenging at times"
153607772,1619570,Death Roads: Tournament,positive,mixed,graphics_audio,medium,D0-D30,1.0666666666666669,5.0,0.5511717796325684,graphics_audio,그래픽/사운드,negative,terrible AI art
153607772,1619570,Death Roads: Tournament,positive,mixed,graphics_audio,medium,D0-D30,1.0666666666666669,5.0,0.5511717796325684,gameplay_loop,게임플레이 루프,positive,"satisfying combat, quick gameplay"
153661918,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,23.55,0.0,0.5,positive_praise,긍정 칭찬,positive,ram your opponents off the road in a fiery explosion
153661918,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,23.55,0.0,0.5,gameplay_loop,게임플레이 루프,neutral,lot of small stuff you figure out through trial and error
153661918,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,23.55,0.0,0.5,balance,밸런스,negative,not all weapons are created equal
153661918,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,23.55,0.0,0.5,difficulty,난이도,negative,one mistake can get you insta-gibbed later on
153661918,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,23.55,0.0,0.5,graphics_audio,그래픽/사운드,negative,music can get a little repetitive
153661918,1619570,Death Roads: Tournament,positive,mixed,gameplay_loop,medium,D0-D30,23.55,0.0,0.5,ui_ux,UI/UX,neutral,need system tracking which driver/car combo I've completed the game with
143298407,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,0.45,17.0,0.545921266078949,positive_praise,긍정 칭찬,positive,charming ARPG like an older and simpler Zelda
143298407,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,0.45,17.0,0.545921266078949,ui_ux,UI/UX,positive,Mouse and keyboard controls are tight and fine
143298407,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,0.45,17.0,0.545921266078949,optimization,최적화,positive,rock solid performance on high-end hardware
143331479,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,0.4333333333333333,8.0,0.5768270492553711,positive_praise,긍정 칭찬,positive,Fantastic Zelda-like game. Absolutely gorgeous in VR
143331479,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,0.4333333333333333,8.0,0.5768270492553711,graphics_audio,그래픽/사운드,positive,one of the best looking games on PC with that graphic style
143346745,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,2.7666666666666666,17.0,0.632918655872345,positive_praise,긍정 칭찬,positive,"pure sense of childish wonder and glee, recaptured how i used to feel as a kid"
143346745,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,2.7666666666666666,17.0,0.632918655872345,graphics_audio,그래픽/사운드,positive,"music, color palate, character, creature and environment design are all really well done"
143346745,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,2.7666666666666666,17.0,0.632918655872345,gameplay_loop,게임플레이 루프,positive,significantly updated visuals and a much more immersive 3rd person camera position
143367576,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,0.0833333333333333,2.0,0.4698856174945831,positive_praise,긍정 칭찬,positive,enjoying the gameplay much more in this one
143367576,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,0.0833333333333333,2.0,0.4698856174945831,gameplay_loop,게임플레이 루프,positive,"zelda clone, but gameplay is refined and enjoyable"
143431680,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,5.333333333333333,2.0,0.4273650348186493,positive_praise,긍정 칭찬,positive,like if Zelda made it with Elden Ring...but without the hardmode
143460731,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,negative,gameplay_loop,low,D0-D30,0.45,10.0,0.4958425164222717,gameplay_loop,게임플레이 루프,negative,polishing a Zelda game 비교를 통해 게임의 완성도 부족을 지적함
143460821,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,negative,gameplay_loop,high,D0-D30,32.93333333333333,7.0,0.5436077117919922,graphics_audio,그래픽/사운드,mixed,음악과 사운드는 좋으나 캐릭터가 벙어리인 점이 아쉬움
143460821,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,negative,gameplay_loop,high,D0-D30,32.93333333333333,7.0,0.5436077117919922,story,스토리,negative,사이드 캐릭터들의 대사가 지루하고 짜증나며 메타적임
143460821,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,negative,gameplay_loop,high,D0-D30,32.93333333333333,7.0,0.5436077117919922,gameplay_loop,게임플레이 루프,negative,맵이 넓고 비어있어 이동이 지루하며 스태미나 제한이 불편함
143460821,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,negative,gameplay_loop,high,D0-D30,32.93333333333333,7.0,0.5436077117919922,gameplay_loop,게임플레이 루프,negative,전투가 단순한 버튼 매싱 위주이며 RPG 요소가 부족함
143460821,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,negative,gameplay_loop,high,D0-D30,32.93333333333333,7.0,0.5436077117919922,content_volume,콘텐츠 분량,negative,수집 요소가 무의미하게 느껴짐
143506949,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,positive_praise,medium,D0-D30,5.466666666666667,5.0,0.4702331721782684,positive_praise,긍정 칭찬,positive,"젤다 스타일의 구조, 음악, 색감, 사이드 콘텐츠, 성우 연기 등 긍정적 요소 언급"
143506949,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,positive_praise,medium,D0-D30,5.466666666666667,5.0,0.4702331721782684,graphics_audio,그래픽/사운드,negative,애니메이션과 캐릭터 모델링이 다소 어색함(janky)
143506949,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,positive_praise,medium,D0-D30,5.466666666666667,5.0,0.4702331721782684,gameplay_loop,게임플레이 루프,negative,전투가 그저 평범함(serviceable) 수준임
143694255,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,bug,medium,D0-D30,6.5,2.0,0.5166162848472595,bug,버그,negative,NPC walking funny or becoming non-responsive during follow quests
143694255,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,bug,medium,D0-D30,6.5,2.0,0.5166162848472595,positive_praise,긍정 칭찬,positive,"Fun game, great on Steam Deck, good price value"
143697998,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,4.733333333333333,1.0,0.5,positive_praise,긍정 칭찬,positive,"Beautifully crafted world, enjoyable graphics, good price value"
143726905,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,15.7,1.0,0.5,gameplay_loop,게임플레이 루프,negative,"Stamina bar empties too quickly, movement feels sluggish due to recharge time"
143726905,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,15.7,1.0,0.5,ui_ux,UI/UX,negative,"Tracking system doesn't show items inside buildings, making 100% completion difficult"
143909890,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,mixed,content_volume,medium,D0-D30,97.3,5.0,0.4178058207035064,content_volume,콘텐츠 분량,negative,short length of the game
143909890,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,mixed,content_volume,medium,D0-D30,97.3,5.0,0.4178058207035064,story,스토리,negative,"underdeveloped overworld, half baked lore, little explained in the end"
143909890,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,mixed,content_volume,medium,D0-D30,97.3,5.0,0.4178058207035064,gameplay_loop,게임플레이 루프,negative,few sidequests - minimal rewards for sidequests
143909890,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,mixed,content_volume,medium,D0-D30,97.3,5.0,0.4178058207035064,positive_praise,긍정 칭찬,positive,"improves upon a lot of the original game such as an actually legible map, reasonable puzzles"
144103669,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,mixed,gameplay_loop,low,D0-D30,1.0833333333333333,21.0,0.6900978684425354,gameplay_loop,게임플레이 루프,negative,"nothing is particularly GOOD, feels uninspired"
144103669,1622710,Oceanhorn 2: Knights of the Lost Realm,negative,mixed,gameplay_loop,low,D0-D30,1.0833333333333333,21.0,0.6900978684425354,graphics_audio,그래픽/사운드,positive,music is pretty decent
144151039,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,story,medium,D0-D30,22.066666666666663,3.0,0.5257558822631836,story,스토리,negative,"writing can and voice performances vary, placeholder text to speech dialogue, mispronunciation"
144151039,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,story,medium,D0-D30,22.066666666666663,3.0,0.5257558822631836,control,조작감,negative,manual jump button would be an improvement
144151039,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,story,medium,D0-D30,22.066666666666663,3.0,0.5257558822631836,graphics_audio,그래픽/사운드,positive,"music is very good, tone shift in final act enjoyed"
144151039,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,story,medium,D0-D30,22.066666666666663,3.0,0.5257558822631836,gameplay_loop,게임플레이 루프,positive,"combat is serviceable, enjoyed parrying and grappling hook"
144565171,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,26.016666666666666,0.0,0.5,gameplay_loop,게임플레이 루프,negative,throws you in the world without any tutorials
144565171,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,26.016666666666666,0.0,0.5,story,스토리,negative,game suddenly ends with a dumb twist
144565171,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,26.016666666666666,0.0,0.5,other,기타,negative,did not like the tarock mini game
144565171,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,26.016666666666666,0.0,0.5,positive_praise,긍정 칭찬,positive,absolute perfection of a sequel - prequel to oceanhorn 1
144622616,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,56.03333333333333,4.0,0.5605656504631042,gameplay_loop,게임플레이 루프,negative,"need to give a tutorial and hints, so we don't get lost"
144622616,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,positive,positive_praise,low,D0-D30,56.03333333333333,4.0,0.5605656504631042,positive_praise,긍정 칭찬,positive,"graphics are outstanding, the control is nice, the story is quite interesting"
144796006,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,4.633333333333334,3.0,0.5444685220718384,story,스토리,negative,really poor ending. No spoilers but it makes very little sense.
144796006,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,4.633333333333334,3.0,0.5444685220718384,gameplay_loop,게임플레이 루프,negative,loot off the ledge. You don't just pick it up... It THROWS the loot away
144796006,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,4.633333333333334,3.0,0.5444685220718384,progression_grind,성장/반복 노가다,negative,Defeating any enemies doesn't get you XP
144796006,1622710,Oceanhorn 2: Knights of the Lost Realm,positive,mixed,gameplay_loop,medium,D0-D30,4.633333333333334,3.0,0.5444685220718384,positive_praise,긍정 칭찬,positive,pretty well made and entertaining
187406822,1637400,Let's Cook Together 2,negative,negative,control,high,D0-D30,0.1166666666666666,3.0,0.346840500831604,control,조작감,negative,키 바인딩 변경 불가 및 특정 키 강제 사용으로 인한 진행 불가
187423961,1637400,Let's Cook Together 2,positive,positive,positive_praise,low,D0-D30,2.783333333333333,1.0,0.5,positive_praise,긍정 칭찬,positive,4인 플레이가 즐겁고 캐릭터 차별화 및 업그레이드 요소가 좋음
187423961,1637400,Let's Cook Together 2,positive,positive,positive_praise,low,D0-D30,2.783333333333333,1.0,0.5,gameplay_loop,게임플레이 루프,positive,경쟁작 대비 덜 반복적이고 덜 가혹한 난이도 설계
