analysis_status,recommendationid,appid,game_name,review_datetime,release_date,days_from_release,release_period,steam_label_text,playtime_at_review_hours,votes_up,weighted_vote_score,llm_sentiment,sentiment_score,llm_primary_issue,llm_issue_tags,llm_urgency_candidate,llm_review_summary,llm_suggested_action,steam_llm_sentiment_relation,source_run
success,212897625,1309950,Children of the Sun,2025-12-09 06:15:31,2024-04-09,609,D181+,positive,6.8,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""story is gripping, sound effects and music elevate the feeling, satisfying to master""}]",low,"말 없는 스토리텔링, 몰입감 넘치는 사운드와 음악, 숙련의 재미가 뛰어난 훌륭한 인디 게임이라고 평가함.","현재의 강점인 몰입감 높은 스토리텔링과 사운드 디자인, 만족스러운 게임 플레이 루프를 유지 및 강화할 것.",exact_match,children_of_the_sun
success,213047401,1309950,Children of the Sun,2025-12-11 13:41:11,2024-04-09,611,D181+,positive,4.283333333333333,0,0.5,mixed,4,gameplay_loop,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""engaging level designs, artstyle, music, and game mechanics""}, {""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""toilet level kills high-octane pacing a little""}]",low,"전반적인 레벨 디자인과 아트, 음악은 훌륭하나 특정 레벨(toilet level)의 템포가 다소 아쉽다고 언급함.","특정 레벨의 템포 저하에 대한 피드백을 참고하여, 향후 레벨 디자인 시 고속 페이싱을 유지할 수 있는 방안 검토.",partial_match,children_of_the_sun
success,213505137,1309950,Children of the Sun,2025-12-17 15:13:18,2024-04-09,617,D181+,positive,4.233333333333333,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""feel just as cool as those assassins""}]",low,영화 '원티드'를 연상시키는 암살자 경험을 통해 게임의 쿨한 분위기를 긍정적으로 평가함.,플레이어가 암살자로서 느끼는 '쿨함'과 몰입감을 지속적으로 제공할 수 있도록 현재의 스타일리시한 연출 유지.,exact_match,children_of_the_sun
success,213775596,1309950,Children of the Sun,2025-12-21 00:04:53,2024-04-09,621,D181+,positive,7.333333333333333,0,0.5,positive,4,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""gameplay and art are the strongest parts, unique experience""}, {""category"": ""graphics_audio"", ""sentiment"": ""negative"", ""evidence"": ""character models and animations could be improved, sound design and music lacked depth""}, {""category"": ""story"", ""sentiment"": ""neutral"", ""evidence"": ""story is okay but nothing special or in depth""}]",low,"독특한 아트 스타일과 게임플레이는 훌륭하지만, 캐릭터 모델링, 애니메이션, 사운드 디자인의 개선이 필요함. 전반적으로 독특하고 즐거운 경험.","현재의 독특한 아트 스타일과 게임플레이 메커니즘을 유지/강화하고, 향후 업데이트나 차기작에서 캐릭터 모델링, 애니메이션 품질 및 사운드 디자인의 깊이를 보완할 것을 고려.",exact_match,children_of_the_sun
success,213799587,1309950,Children of the Sun,2025-12-21 07:18:19,2024-04-09,621,D181+,positive,4.466666666666667,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""deeply satisfying puzzle-shooter gameplay, great game""}]",low,"슈터와 퍼즐이 결합된 게임플레이가 매우 만족스러우며, 최적의 킬샷을 찾아내는 과정이 즐거운 게임.","현재의 만족도 높은 퍼즐-슈터 메커니즘과 레벨 디자인의 강점을 유지하고, 플레이어들이 점수 경쟁을 즐길 수 있는 요소들을 지속적으로 지원.",exact_match,children_of_the_sun
success,213820329,1309950,Children of the Sun,2025-12-21 12:48:19,2024-04-09,621,D181+,positive,3.183333333333333,1,0.5199999809265137,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""phenomenal game, puzzle-like gameplay is a joy, top notch presentation, immersive audio""}, {""category"": ""content_volume"", ""sentiment"": ""positive"", ""evidence"": ""would love a sequel with larger scale and more mechanical depth""}]",low,퍼즐 요소가 가미된 게임플레이와 뛰어난 시청각적 연출이 훌륭함. 게임의 재미가 커서 더 많은 콘텐츠와 깊이 있는 메커니즘을 원함.,"현재의 높은 몰입감과 시청각적 완성도를 유지하며, 향후 콘텐츠 확장이나 차기작 개발 시 더 깊이 있는 메커니즘과 규모 확장을 고려.",exact_match,children_of_the_sun
success,213838561,1309950,Children of the Sun,2025-12-21 16:30:53,2024-04-09,621,D181+,positive,3.583333333333333,0,0.5,positive,4,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Hotline Miami와 유사한 게임성 언급""}]",low,Hotline Miami와 유사한 느낌을 주는 게임이라고 평가함.,현재의 스타일리시한 게임 플레이와 분위기를 유지 및 강화할 것.,exact_match,children_of_the_sun
success,213885147,1309950,Children of the Sun,2025-12-22 04:00:38,2024-04-09,622,D181+,positive,3.5,0,0.5,positive,4,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""짧은 분량, 좋은 미학, 좋은 스토리와 사운드 언급""}, {""category"": ""price_value"", ""sentiment"": ""neutral"", ""evidence"": ""할인할 때 구매하는 것을 추천함""}]",low,"짧지만 미학적 완성도가 높고 도전적인 퍼즐 게임으로, 할인 시 구매를 추천함.","현재의 시각적/청각적 스타일을 유지하고, 짧은 분량에 대한 만족도를 고려하여 향후 콘텐츠 업데이트 시 참고할 것.",exact_match,children_of_the_sun
success,213910748,1309950,Children of the Sun,2025-12-22 12:57:36,2024-04-09,622,D181+,positive,5.8,0,0.5,positive,4,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""100% 달성까지 5시간 소요, 재미있음, 호드 모드 추가 긍정적 평가""}, {""category"": ""difficulty"", ""sentiment"": ""neutral"", ""evidence"": ""약간의 좌절감을 주는 난이도 언급""}, {""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""특정 구간(화장실 파트)에 대한 부정적 경험 언급""}]",low,"전반적으로 재미있고 호드 모드 추가가 좋았으나, 특정 구간의 연출은 아쉬웠음.","호드 모드와 같은 추가 콘텐츠에 대한 긍정적 반응을 확인하고, 유저들이 불편함을 느낀 특정 구간의 레벨 디자인이나 연출을 검토할 것.",exact_match,children_of_the_sun
success,213971223,1309950,Children of the Sun,2025-12-23 04:11:36,2024-04-09,623,D181+,positive,6.266666666666667,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Simple, brutal, clever puzzles. Enjoyed from start to finish.""}, {""category"": ""difficulty"", ""sentiment"": ""positive"", ""evidence"": ""Deviously tricky towards the end.""}]",low,게임의 퍼즐 메커니즘과 난이도 곡선에 대해 매우 만족하며 처음부터 끝까지 즐겁게 플레이함.,"현재의 퍼즐 설계와 난이도 밸런스를 유지하며, 유사한 스타일의 후속 콘텐츠 기획 시 참고.",exact_match,children_of_the_sun
success,214115475,1309950,Children of the Sun,2025-12-25 02:10:03,2024-04-09,625,D181+,positive,4.05,0,0.5,positive,4,content_volume,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Impeccably stylish sniper puzzle.""}, {""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""Game's length is probably its only downside.""}]",low,"스타일리시한 게임성과 퍼즐 메커니즘은 훌륭하나, 분량이 짧아 아쉬움을 느낌. DLC나 후속작을 희망함.",플레이어들의 높은 만족도를 바탕으로 추가 레벨 업데이트나 DLC 개발 가능성 검토.,exact_match,children_of_the_sun
success,214314518,1309950,Children of the Sun,2025-12-27 07:01:05,2024-04-09,627,D181+,positive,8.083333333333334,2,0.5454545617103577,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Amazing visuals and art direction, narrative motivates you.""}, {""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""Levels are well built and diverse, does not get repetitive.""}]",low,"독특한 비주얼과 아트 디렉션, 몰입감 있는 서사가 훌륭하며 레벨 디자인이 다양해 반복적이지 않음.","현재의 강점인 아트 스타일과 서사적 몰입감을 유지하고, 향후 프로젝트에서도 이러한 강점을 계승할 것.",exact_match,children_of_the_sun
success,214472718,1309950,Children of the Sun,2025-12-28 19:26:31,2024-04-09,628,D181+,negative,0.25,8,0.5233631134033203,negative,2,gameplay_loop,"[{""category"": ""graphics_audio"", ""sentiment"": ""negative"", ""evidence"": ""too much noise, grain, and edge for my tastes""}, {""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""thought there would be a little more depth than aim-click-aim-click""}]",low,"게임의 시각적 스타일이 취향에 맞지 않고, 게임플레이가 단순한 '조준-클릭' 반복이라 깊이가 부족하다고 느낌.","시각적 효과(노이즈, 그레인 등)를 조절할 수 있는 옵션 제공 고려. 게임플레이의 깊이를 보여줄 수 있는 튜토리얼이나 홍보 자료 보완.",exact_match,children_of_the_sun
success,214587602,1309950,Children of the Sun,2025-12-29 22:35:34,2024-04-09,629,D181+,positive,0.6333333333333333,0,0.4710144698619842,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""This game is good! It's so f*cking good! It's simple, stylish, elegant and intuitive.""}]",low,"게임의 단순함, 스타일, 분위기, 직관적인 퍼즐 메커니즘을 매우 높게 평가함.",현재의 스타일리시한 분위기와 직관적인 퍼즐 메커니즘을 유지 및 강화하는 방향으로 운영.,exact_match,children_of_the_sun
success,214696730,1309950,Children of the Sun,2025-12-31 01:45:37,2024-04-09,631,D181+,positive,4.683333333333334,0,0.5,mixed,3,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""It is rather short, with only one optional challenge per level... lacking in replay vale""}, {""category"": ""price_value"", ""sentiment"": ""negative"", ""evidence"": ""worth picking up when its on sale, but not for its standard price""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""very nice atmosphere and a rather neat set of mechanics""}]",medium,분위기와 메커니즘은 훌륭하나 콘텐츠 분량이 짧고 리플레이 가치가 부족하여 정가보다는 할인 시 구매를 추천함.,추가 도전 과제나 콘텐츠 업데이트를 통해 리플레이 가치 보완 고려. 가격 정책에 대한 시장 반응 모니터링.,partial_match,children_of_the_sun
success,214702615,1309950,Children of the Sun,2025-12-31 03:24:50,2024-04-09,631,D181+,positive,5.283333333333333,0,0.5,mixed,4,content_volume,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""game is very good, story and art are amazing""}, {""category"": ""difficulty"", ""sentiment"": ""negative"", ""evidence"": ""learning curve is a bit rough sometimes""}, {""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""game ends once you are feeling great, 5 hours to 100%""}, {""category"": ""other"", ""sentiment"": ""neutral"", ""evidence"": ""would love workshop support/level editor""}]",medium,"게임의 예술성과 스토리는 훌륭하지만, 학습 곡선이 다소 가파르고 플레이 타임이 짧아 아쉬움. 워크숍/레벨 에디터 추가를 희망함.",튜토리얼 보강을 통한 초기 학습 곡선 완화 검토 및 유저 제작 콘텐츠(워크숍) 지원 가능성 고려.,partial_match,children_of_the_sun
success,214748192,1309950,Children of the Sun,2025-12-31 16:37:23,2024-04-09,631,D181+,positive,0.9666666666666668,1,0.52173912525177,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""really solid puzzle game with a complex and hooking story""}]",low,퍼즐 게임으로서의 완성도와 몰입감 있는 스토리를 긍정적으로 평가함.,현재의 퍼즐 메커니즘과 스토리텔링 강점을 유지 및 강화할 것.,exact_match,children_of_the_sun
success,215144413,1309950,Children of the Sun,2026-01-04 17:39:24,2024-04-09,635,D181+,negative,0.2833333333333333,0,0.4156062602996826,negative,2,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""just a big puzzle game, I don't like puzzles""}]",low,퍼즐 장르를 선호하지 않는 유저에게는 게임의 핵심 메커니즘이 맞지 않음. 기대와 다른 게임성으로 인한 불만.,스토어 페이지 내 게임 장르 및 핵심 플레이 방식(퍼즐 요소 강조)에 대한 명확한 정보 제공으로 타겟 유저층 관리.,exact_match,children_of_the_sun
success,215249907,1309950,Children of the Sun,2026-01-05 19:16:02,2024-04-09,636,D181+,positive,5.5,0,0.5,mixed,3,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""30-40분 이상 플레이 시 지루함 발생""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""게임이 매우 멋지고 퍼즐 시스템이 훌륭함""}]",low,"퍼즐 시스템은 훌륭하지만, 장시간 플레이 시 지루함을 느낄 수 있어 짧게 끊어서 즐기기에 적합함.","현재의 훌륭한 퍼즐 시스템을 유지하되, 플레이어의 피로도를 줄일 수 있는 새로운 콘텐츠나 변주 요소 추가 고려.",partial_match,children_of_the_sun
success,215353606,1309950,Children of the Sun,2026-01-06 22:33:31,2024-04-09,637,D181+,positive,8.183333333333334,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""퍼즐, 총기, 폭발, 기괴한 스토리에 대한 만족감 표현""}]",low,"퍼즐, 액션, 스토리 요소가 잘 어우러진 만족스러운 게임.","현재의 핵심 게임 요소(퍼즐, 액션, 스토리)를 유지하고 강화하는 방향으로 운영.",exact_match,children_of_the_sun
success,215415412,1309950,Children of the Sun,2026-01-07 17:10:49,2024-04-09,638,D181+,positive,3.033333333333333,0,0.5,mixed,3,difficulty,"[{""category"": ""difficulty"", ""sentiment"": ""negative"", ""evidence"": ""후반부 퍼즐이 물리 엔진의 정밀도를 너무 요구함""}, {""category"": ""price_value"", ""sentiment"": ""negative"", ""evidence"": ""정가 15달러는 다소 비싸게 느껴짐""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""퍼즐이 재미있고 미학적 요소가 좋음""}]",medium,퍼즐과 미학은 좋으나 후반부 난이도 조절과 가격 책정에 대한 아쉬움이 있음.,"후반부 퍼즐의 정밀도 요구 사항을 재검토하고, 가격 대비 콘텐츠 볼륨에 대한 유저 피드백을 고려하여 할인 프로모션 전략 유지.",partial_match,children_of_the_sun
success,215474480,1309950,Children of the Sun,2026-01-08 11:48:10,2024-04-09,639,D181+,positive,3.566666666666667,1,0.5044655203819275,positive,4,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""one bullet to hit every enemy, interesting mechanics""}, {""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""rather short, less than 4h to finish""}, {""category"": ""story"", ""sentiment"": ""neutral"", ""evidence"": ""story is purely decorative, nothing memorable""}, {""category"": ""price_value"", ""sentiment"": ""positive"", ""evidence"": ""4 to 6€ is a decent price""}]",low,독특한 탄환 조작 퍼즐 메커니즘이 훌륭하며 가격 대비 만족스러운 짧은 게임. 스토리와 미니게임은 다소 아쉬움.,"현재의 핵심 퍼즐 메커니즘과 가격 정책이 긍정적으로 평가받고 있으므로, 향후 업데이트나 차기작에서 퍼즐의 깊이를 유지하되 스토리텔링 보강을 고려할 것.",exact_match,children_of_the_sun
success,216058101,1309950,Children of the Sun,2026-01-16 03:37:09,2024-04-09,647,D181+,positive,6.233333333333333,1,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""absolutely terrific, puzzle-centric game, every level is interesting""}, {""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""solvable with pure logic and observation, tests reflexes and aim""}, {""category"": ""story"", ""sentiment"": ""positive"", ""evidence"": ""story is a well-suited addition, not terribly deep or complex""}]",low,"퍼즐 메커니즘이 매우 훌륭하며, 논리적 사고와 반사 신경을 동시에 요구하는 몰입감 높은 게임. 스토리도 적절함.","현재의 게임 디자인(퍼즐과 액션의 조화)이 매우 호평받고 있으므로, 이 핵심 경험을 유지하고 강화하는 방향으로 운영할 것.",exact_match,children_of_the_sun
success,216236788,1309950,Children of the Sun,2026-01-18 09:48:16,2024-04-09,649,D181+,positive,5.283333333333333,9,0.6416938304901123,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""satisfaction of shooting, slick presentation, sound design is solid""}, {""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""never gets boring, car-chase sequence is fantastic""}, {""category"": ""story"", ""sentiment"": ""positive"", ""evidence"": ""narrative is straightforward, environment tells the story""}]",low,"퍼즐과 슈팅의 결합이 매우 만족스러우며, 스타일리시한 비주얼과 사운드, 다채로운 레벨 구성이 돋보이는 게임.","게임의 스타일리시한 비주얼과 사운드 디자인, 그리고 변주를 주는 레벨 구성이 강점이므로 이를 유지할 것.",exact_match,children_of_the_sun
success,216439948,1309950,Children of the Sun,2026-01-20 23:48:38,2024-04-09,651,D181+,positive,0.7833333333333333,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""unique art style and refreshing gameplay""}]",low,독특한 아트 스타일과 신선한 게임플레이를 가진 좋은 게임입니다.,현재의 독특한 아트 스타일과 신선한 게임플레이 메커니즘을 유지 및 강화하는 방향으로 향후 업데이트나 차기작을 기획하십시오.,exact_match,children_of_the_sun
success,216449170,1309950,Children of the Sun,2026-01-21 03:21:08,2024-04-09,652,D181+,positive,7.383333333333334,0,0.5,positive,5,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""razer sharp focus on one gameplay element, fun game""}, {""category"": ""control"", ""sentiment"": ""positive"", ""evidence"": ""Play it on pC with just the mouse. You may not even need the KB.""}]",low,"단일 게임플레이 요소에 집중하여 매우 재미있으며, 마우스만으로도 훌륭한 조작감을 제공합니다. 슈팅/스나이퍼 게임 팬에게 추천합니다.","마우스 기반의 직관적인 조작 체계가 잘 작동하고 있으므로, 현재의 조작 편의성을 유지하고 슈팅/스나이퍼 장르 팬들을 위한 마케팅을 지속하십시오.",exact_match,children_of_the_sun
success,216511774,1309950,Children of the Sun,2026-01-22 01:14:49,2024-04-09,653,D181+,positive,3.15,1,0.4761904776096344,positive,5,positive_praise,"[{""category"": ""content_volume"", ""sentiment"": ""positive"", ""evidence"": ""HowLongToBeat said around 3-4 hours, it hadn't been the 1-2 I thought it had been""}, {""category"": ""story"", ""sentiment"": ""positive"", ""evidence"": ""story told through haunting silent flashback""}, {""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""morbid puzzle game, a telekinetic connect-the-dots""}]",low,몰입감 있는 게임플레이와 침묵의 플래시백으로 전달되는 스토리가 훌륭한 퍼즐 게임입니다. 플레이 타임에 대한 만족도도 높습니다.,호평받은 스토리텔링 방식과 퍼즐 메커니즘을 유지하십시오. 플레이 타임에 대한 긍정적인 경험이 공유되고 있으므로 이를 참고하여 콘텐츠 볼륨을 관리하십시오.,exact_match,children_of_the_sun
success,216633995,1309950,Children of the Sun,2026-01-23 20:12:14,2024-04-09,654,D181+,negative,0.75,3,0.4827076196670532,mixed,3,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""퍼즐 게임을 기대했으나 아케이드/스코어 어택 방식이라 취향에 맞지 않음""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""게임의 미학(aesthetic)은 마음에 듦""}]",low,"게임의 미학은 좋으나, 퍼즐 게임을 기대했던 유저에게는 아케이드/스코어 어택 중심의 게임 플레이가 취향에 맞지 않아 중도 하차함.",상점 페이지의 게임 설명이나 태그를 통해 아케이드/스코어 어택 요소가 강함을 명확히 하여 기대치 조절 필요.,partial_match,children_of_the_sun
success,216722778,1309950,Children of the Sun,2026-01-24 22:13:42,2024-04-09,655,D181+,positive,3.0166666666666666,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""게임을 처음 플레이했을 때의 경험이 매우 인상적임""}]",low,게임을 처음 플레이했을 때의 경험이 너무 좋아 기억을 지우고 다시 하고 싶을 정도로 만족함.,현재의 독창적인 게임 경험과 몰입감을 유지하는 방향으로 운영.,exact_match,children_of_the_sun
success,217536662,1309950,Children of the Sun,2026-02-04 04:07:56,2024-04-09,666,D181+,positive,3.6,0,0.4941496253013611,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""예술적인 저격 및 염동력 게임이라는 점을 높게 평가함""}]",low,예술적인 스타일과 저격/염동력 컨셉이 훌륭한 게임으로 적극 추천함.,게임의 독특한 예술적 스타일과 핵심 메커니즘(저격/염동력)을 마케팅 포인트로 지속 활용.,exact_match,children_of_the_sun
success,217571729,1309950,Children of the Sun,2026-02-04 17:29:32,2024-04-09,666,D181+,positive,5.216666666666667,1,0.523809552192688,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Hotline Miami vibes, unique gameplay, short and sweet""}, {""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""It's a little short""}]",low,Hotline Miami 스타일의 독특한 게임플레이를 가진 짧고 강렬한 게임.,"현재의 독특한 게임플레이 메커니즘과 스타일을 유지하며, 향후 업데이트나 차기작에서 콘텐츠 볼륨을 확장하는 방향 고려.",exact_match,children_of_the_sun
success,217653654,1309950,Children of the Sun,2026-02-05 21:06:00,2024-04-09,667,D181+,positive,4.816666666666666,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Tight puzzle game, grungy neon style, cathartic gameplay, great soundtrack""}, {""category"": ""difficulty"", ""sentiment"": ""neutral"", ""evidence"": ""Later levels demand more finesse and trial-and-error""}]",low,스타일리시한 비주얼과 독특한 탄환 조작 메커니즘이 훌륭한 퍼즐 게임.,"플레이어들이 호평하는 스타일리시한 비주얼과 사운드트랙의 강점을 유지하고, 고난도 레벨의 퍼즐 설계가 주는 성취감을 지속적으로 제공.",exact_match,children_of_the_sun
success,217704572,1309950,Children of the Sun,2026-02-06 15:42:54,2024-04-09,668,D181+,positive,6.533333333333333,0,0.4628513753414154,positive,4,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Diferente, sencillo, corto, super adictivo, juegazo""}, {""category"": ""difficulty"", ""sentiment"": ""negative"", ""evidence"": ""Dificultad un poco artificial al final""}]",low,"매우 독특하고 중독성 있는 게임이나, 후반부 난이도 설계에 아쉬움이 있음.","게임의 핵심 재미 요소인 독특함과 중독성을 유지하되, 후반부 난이도가 '인위적'으로 느껴지지 않도록 레벨 디자인의 자연스러움 검토.",exact_match,children_of_the_sun
success,217884189,1309950,Children of the Sun,2026-02-08 18:22:52,2024-04-09,670,D181+,positive,2.65,0,0.5,positive,4,positive_praise,"[{""category"": ""graphics_audio"", ""sentiment"": ""positive"", ""evidence"": ""Art and audio direction are quite memorable.""}, {""category"": ""ui_ux"", ""sentiment"": ""negative"", ""evidence"": ""sometimes it feels a bit messy to look at and aim for your next target""}, {""category"": ""control"", ""sentiment"": ""positive"", ""evidence"": ""Congratulations on the full mouse controls. It works quite well.""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""An interesting on the Puzzle Shooter genre.""}]",low,"퍼즐 슈터 장르로서 독특한 아트와 오디오, 마우스 조작감이 훌륭함. 다만 타겟 조준 시 시각적으로 다소 혼란스러울 때가 있음.","현재의 독창적인 아트 스타일과 오디오 방향성을 유지하고, 타겟 조준 시 시각적 가독성을 개선할 수 있는 UI/UX 최적화 검토.",exact_match,children_of_the_sun
success,218116222,1309950,Children of the Sun,2026-02-12 01:26:58,2024-04-09,674,D181+,positive,9.4,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Fantastic atmosphere and gameplay.""}]",low,"환상적인 분위기와 게임플레이를 갖춘 게임으로, 대체할 만한 게임을 찾기 어려울 정도로 만족스러움.","현재의 게임플레이 핵심 요소와 분위기를 유지하며, 유사한 경험을 원하는 유저들을 위한 차기작 또는 콘텐츠 확장 고려.",exact_match,children_of_the_sun
success,218198858,1309950,Children of the Sun,2026-02-13 06:23:06,2024-04-09,675,D181+,positive,4.366666666666666,3,0.5448275804519653,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Levels are quite creative, and new elements are consistently introduced.""}, {""category"": ""graphics_audio"", ""sentiment"": ""positive"", ""evidence"": ""incredibly stylish, eternal sunset color palette, eerie atmosphere, dark droning soundtrack.""}, {""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""leaderboards as well, giving it a score battle element.""}]",low,"창의적인 레벨 디자인과 스타일리시한 아트, 분위기, 리더보드 시스템 등 게임의 모든 요소가 만족스러움.",현재의 창의적인 레벨 디자인과 리더보드 시스템 등 유저들이 즐기는 핵심 콘텐츠를 유지 및 강화.,exact_match,children_of_the_sun
success,218451402,1309950,Children of the Sun,2026-02-16 09:35:26,2024-04-09,678,D181+,positive,2.8,0,0.4781420826911926,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""A VERY fun puzzle shooter that deserves more love.""}, {""category"": ""story"", ""sentiment"": ""positive"", ""evidence"": ""It looks and feels like an old 80s/70s exploitation horror movie.""}]",low,"매우 재미있는 퍼즐 슈팅 게임으로, 독특한 70-80년대 호러 영화 스타일의 분위기가 훌륭함.","현재의 독특한 아트 스타일과 분위기를 유지하고, 게임의 매력을 알릴 수 있는 마케팅 활동을 지속할 것.",exact_match,children_of_the_sun
success,218469805,1309950,Children of the Sun,2026-02-16 15:48:40,2024-04-09,678,D181+,positive,4.383333333333334,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""A satisfying puzzle shooter worth checking out.""}]",low,두뇌 회전에 좋은 만족스러운 퍼즐 슈팅 게임임.,현재의 퍼즐 슈팅 게임 플레이 메커니즘을 유지 및 강화할 것.,exact_match,children_of_the_sun
success,218977410,1309950,Children of the Sun,2026-02-22 18:16:35,2024-04-09,684,D181+,positive,2.833333333333333,0,0.5,mixed,3,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""The repetitiveness of failing earlier sections of levels can get quite frustrating.""}, {""category"": ""control"", ""sentiment"": ""negative"", ""evidence"": ""'X' in particular is an annoying aside both for the unnecessary flashing lights, and tedious to control minigame.""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""leaning on the side would recommend.""}]",medium,"핵심 게임 플레이는 좋으나, 특정 미니게임(X)의 조작감과 반복적인 실패 시의 피로감이 아쉬움.",특정 미니게임의 조작 편의성 개선 및 반복 실패 시의 피로도를 줄일 수 있는 체크포인트 조정 검토.,partial_match,children_of_the_sun
success,219126663,1309950,Children of the Sun,2026-02-24 15:55:17,2024-04-09,686,D181+,positive,4.833333333333333,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""art style, story, and mechanics are great and worth the price""}]",low,"아트 스타일, 스토리, 게임 메커니즘이 훌륭하며 가격 대비 만족스러운 퍼즐 게임임.","현재의 독특한 아트 스타일과 퍼즐 메커니즘을 유지하고, 향후 업데이트나 차기작에서도 이러한 강점을 강화할 것.",exact_match,children_of_the_sun
