recommendationid,appid,game_name,language,review_datetime,release_date,days_from_release,release_period,release_period_detail,steam_label_text,voted_up,playtime_at_review_hours,playtime_stage,votes_up,weighted_vote_score,received_for_free,written_during_early_access,price,price_group,genres_text,categories_text,top_steam_tags_text,review_text_for_llm,is_meaningful_review,meaningless_reason,source_run
176350005,2990640,Endoparasitic 2,english,2024-10-04 13:42:14,2024-10-01,3,D0-D30,D0-D7,negative,0.0,10.75,late,1,0.5054095983505249,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Most of the 10 hours of my playthrough were stale. The game has such cool mechanics, monsters, artstyle, and even crafting+inventory system, but there's barely any variation in gameplay between the different levels. Oh boy, can't wait to go through this big dungeon that's basically the same as the last, only that the monsters are in slightly different positions since it's a different shaped maze.

Your aim and movement skill rarely get tested. It's always one or two zombies in the rooms, or a one on one with a ghost or hydra, and poking your head in a room and then retreating out into the open is the universal strategy to deal with any danger. The only challenging/interesting moments are when a new monster is introduced, or when you're given some sweet, sweet lore, and that isn't often. (Sometimes the game likes to trip you over and SPAWNS an enemy behind you from nowhere, which isn't challenging, just annoying and unpredictable.)

I don't want the monsters to change, I think they're very good! But how they're pitted against the player could be much more stimulating. How about a layout where you have to run from a hydra through a long hall while there are zombies in the way? Or may",1.0,meaningful,endoparasitic_2
176350268,2990640,Endoparasitic 2,english,2024-10-04 13:46:40,2024-10-01,3,D0-D30,D0-D7,positive,1.0,8.283333333333333,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Having played the first game and heavily enjoyed it, I was really hyped for this, and now that it was out and I've finished the game, I can confidently say, YES, play this game

The only problem with it being a sequel is well, you gotta play the first part",1.0,meaningful,endoparasitic_2
176361166,2990640,Endoparasitic 2,english,2024-10-04 16:48:17,2024-10-01,3,D0-D30,D0-D7,positive,1.0,10.316666666666666,late,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,good game it was fun and scary when you start to figure out the game it always gives you new mechanics and new enemies and it rewards you when you explore the map but the only downside is the puzzles because im stupid thankfully there's a way out and the story needs a little bit more overall it was more than expectation,1.0,meaningful,endoparasitic_2
176371996,2990640,Endoparasitic 2,english,2024-10-04 20:01:48,2024-10-01,3,D0-D30,D0-D7,negative,0.0,9.616666666666667,mid,12,0.5677235722541809,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"""I may not be good, I may not be bad, But I sure as hell am crippled"" - Cynte Endoparastic

Listen, I really liked the first game, I played through it twice. I think the whole ""you have only one hand to do everything"" concept is really cool. And the first game does is beautifully, but by God is this game not fun. The story is non-existent. The enemy design and placement is aggravating as hell. The levels, of which there are THIRTY, are tedious with ALL of them being ""get off elevator, find and press button, get back on elevator."" They're all just switch puzzles with very few or no checkpoints. Which just adds to the aggravation caused by enemies because if one kills you (which the do quickly), you're sent back to the start of the level. And to top it all off, most of the levels are ♥♥♥♥♥♥♥ pointless. They don't have any story (not even a audio of text log), or gear progression. Two thirds of the levels in this game could have been cut and it would not have made a difference at all.

I don't recommend this game. Even if you loved the first one, its just too boring and aggravating. If you want the Endoparasitic 2 experience, just play through the first game 5 times in one sitting. Yo",1.0,meaningful,endoparasitic_2
176374808,2990640,Endoparasitic 2,english,2024-10-04 20:53:54,2024-10-01,3,D0-D30,D0-D7,positive,1.0,7.733333333333333,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"very good, fun mechanics. good balance between being challenging and being fun to play. love the one handed mechanics, made simple actions like reloading or moving a lot more fun. great story too.",1.0,meaningful,endoparasitic_2
176380868,2990640,Endoparasitic 2,english,2024-10-04 23:06:17,2024-10-01,3,D0-D30,D0-D7,positive,1.0,3.4,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"It's like the first game, but with a lot more content, and refined mechanics. I'll update my review once I finish the game to include how I feel about the story",1.0,meaningful,endoparasitic_2
176381748,2990640,Endoparasitic 2,english,2024-10-04 23:27:31,2024-10-01,3,D0-D30,D0-D7,positive,1.0,10.3,late,2,0.52173912525177,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"I think the first game is still a more well rounded horror experience. and this Sequel feels more like a 1.5 then a Endoparasitic 2.

still for the price I would recommend it to anyone who enjoyed the first.",1.0,meaningful,endoparasitic_2
176382825,2990640,Endoparasitic 2,english,2024-10-04 23:55:15,2024-10-01,3,D0-D30,D0-D7,positive,1.0,1.7833333333333334,early,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Dang, this game is pretty sick. Can't wait t- HARRIS BOMBERGUY!!?",1.0,meaningful,endoparasitic_2
176390077,2990640,Endoparasitic 2,english,2024-10-05 03:00:40,2024-10-01,4,D0-D30,D0-D7,positive,1.0,7.733333333333333,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"This game was quite fun to binge in one, seven hour session. 
Def worth the 10$ Can't wait for the third one XD.",1.0,meaningful,endoparasitic_2
176396085,2990640,Endoparasitic 2,english,2024-10-05 05:36:19,2024-10-01,4,D0-D30,D0-D7,positive,1.0,1.0,early,6,0.567859411239624,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"I felt fear from the well-constructed sense of occlusion and enemies lurking in the dark. 

unique weapon system, inventory system, and diverse and enemies that are more advanced than the previous game.

If you like horror survival games, this is a must-play gem.",1.0,meaningful,endoparasitic_2
176401376,2990640,Endoparasitic 2,english,2024-10-05 07:52:03,2024-10-01,4,D0-D30,D0-D7,positive,1.0,10.55,late,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Didn't finish yet fyi!

Endo 2 is an interesting game, because it elevates the first one so much, but it doesn't turn it irrelevant. This entry is harder but the levels are briefer as well.

The new inventory system is both a blessing and a curse: A blessing because it allows for more flexible play, and having the items placement be freeform is not only fun, but allows for planning. And a curse because it's more overbearing - having to reach your backpack, pressing the button to quit the menu... the first game's system was definitely more intuitive.

I enjoy the visual leap as well, with really cool looking 3D environments and props, and a smoother looking fog. The simple visuals of the characters paired up with the detailed props and illustrations make quite a contrast, and it's highly accessible game just due to that.

Obviously it's very immersive - few games are so eccentric with its movement, and the intuitive nature of it allows for a lot of distressing moments that feel quite fair and thrilling.

The sound design is tasty and the blood effects are pretty great.

The new weapons felt like a step forward as well - although easier to use, they are more stylish and versatile (sh",1.0,meaningful,endoparasitic_2
176410169,2990640,Endoparasitic 2,english,2024-10-05 10:56:41,2024-10-01,4,D0-D30,D0-D7,positive,1.0,9.616666666666667,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Honestly, Endoparasitic 2 is a great game! The story is good, the voice acting is great too, and the SFX is cool as well. I feel that the ammo is a bit too low to be stable on. Even taking literally everything then storing it in the elevator, it’s still a bit too low. Additionally, I feel there should be difficulties or maybe a custom level maker (sort of like a sandbox). But overall, the story is strong and great—it’s just a bit too short. I hope there will be another sequel or maybe some add-ons to continue the story-line. For $10, this is extremely solid. I feel there is tons of replay-ability in this, and I haven't felt such a good game in a while. This is just unique yet so fun for a top-down shooter. Also, something like an extras menu showcasing all the zombies you've found and explaining them would be cool. Only three guns in this game, sadly. I feel that there is a lack of guns. It would have been better with more, but overall, I'll give it a 10/10.",1.0,meaningful,endoparasitic_2
176410466,2990640,Endoparasitic 2,english,2024-10-05 11:02:34,2024-10-01,4,D0-D30,D0-D7,positive,1.0,9.366666666666667,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"I don't know how but they managed to do an even better job than the already masterpiece first game
Without spoilers, the gameplay and story are better and the organization of the materials in my opinion is better than the first game
Extremely recommended",1.0,meaningful,endoparasitic_2
176434376,2990640,Endoparasitic 2,english,2024-10-05 17:36:57,2024-10-01,4,D0-D30,D0-D7,positive,1.0,3.0166666666666666,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Haven't finished yet, having a good time so far, but my GOD this game would benefit from more save points. In Endo 1, if you died, you could just restart at the beginning of the room, which didn't suck so much. Oh, you got caught off guard by the encounter specifically made to catch you off guard? Time to go through the entire floor AGAIN!",1.0,meaningful,endoparasitic_2
176447490,2990640,Endoparasitic 2,english,2024-10-05 21:24:28,2024-10-01,4,D0-D30,D0-D7,positive,1.0,2.5166666666666666,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Just better than first part. Plays smoother, more fair, without annoying mechanics like crossbow VERY LONG reloading. You should buy it)",1.0,meaningful,endoparasitic_2
176448847,2990640,Endoparasitic 2,english,2024-10-05 21:49:52,2024-10-01,4,D0-D30,D0-D7,positive,1.0,13.5,late,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"The gameplay is great, suspenseful, and innovative. Plus it plays great on the steam deck as long as you use the TouchPad and set it to full screen in the options menu. Plays about the same as the 1st game with some new mechanics such as loading the weapons and new enemy types. 

I will say it did start to drag with how long the game was, but every time I started feeling that, a new game mechanic would get introduced to keep things fresh. I started playing it as a survival horror, conserving ammo and resources. But after the updates, there's plenty of ammo so you never feel that sense of dread of slowly running out resources. I'm probably the only one who didn't like the updates to add more ammo as you lose that survival horror feeling. But at least you don't have to worry about resources too much. 

Overall great game and I'm excited to see a sequel. P.S. stay after the credits to watch the making of the game. It's so cool to see the dev's though process on making it.",1.0,meaningful,endoparasitic_2
176450798,2990640,Endoparasitic 2,english,2024-10-05 22:32:18,2024-10-01,4,D0-D30,D0-D7,positive,1.0,22.8,late,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Update: Right after posting this I found a ton of ammo after being smart my resources, so skill issue

It's a good game, but there is hardly any ammo. I know I crafted too many shotgun shells, but I didn't know better. With how many enemies there are, (not saying there is a lot, but a lot compared to how many materials I'm getting), I'm only finding one or two nitrocellulose and the same for nitroglycerin when enemies would take more, even with pistol bullets. Also, I feel like there are too few bio-samples,  I'm on floor 23 or so and only have found 1 and can get another as I see it on the map.",1.0,meaningful,endoparasitic_2
176451203,2990640,Endoparasitic 2,english,2024-10-05 22:41:02,2024-10-01,4,D0-D30,D0-D7,negative,0.0,1.85,early,2,0.4730904102325439,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Not even 2 hours in and this game feels bloated and repetitive. I'm still like a fourth through the game. I'm seeing other reviews with upwards of 7 hours on it, and honestly for the amount of variety I'm currently getting, along with what other people have said? Ehhhh I'm fine with missing out on this one tbh.",1.0,meaningful,endoparasitic_2
176452155,2990640,Endoparasitic 2,english,2024-10-05 23:04:10,2024-10-01,4,D0-D30,D0-D7,positive,1.0,18.23333333333333,late,6,0.5727365016937256,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Something about this game just absolutely hooked me depsite not caring for horror games. Very unique controls and story

Charging the stun gun can eat my whole ass tho and its the worst thing in the game. Please make that ♥♥♥♥ take half the time even before the upgrade.",1.0,meaningful,endoparasitic_2
176460904,2990640,Endoparasitic 2,english,2024-10-06 02:39:54,2024-10-01,5,D0-D30,D0-D7,positive,1.0,2.25,mid,2,0.52173912525177,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Worth the $10ish bucks. Lots of challenging gameplay, many hours ahead of me. Cool and unique concept and really satisfying kills.",1.0,meaningful,endoparasitic_2
176463206,2990640,Endoparasitic 2,english,2024-10-06 03:37:43,2024-10-01,5,D0-D30,D0-D7,positive,1.0,11.383333333333333,late,3,0.5400696992874146,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,Similar game play to the first game with a fun and engaging twist. It's a perfect sequel to the first game so if it's on sale or you have the spare spending money I recommend picking this game up.,1.0,meaningful,endoparasitic_2
176467486,2990640,Endoparasitic 2,english,2024-10-06 05:21:11,2024-10-01,5,D0-D30,D0-D7,positive,1.0,10.2,late,1,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Endoparasitic 2 is fantastic. The control scheme really makes it feel like you're the one fumbling for bullets or dragging yourself along the floor instead of Cynte. The crafting system also adds a layer of complexity and choice--do you make your healing items stronger, or do you use that nitroglycerin to make more ammo? This came into play in one specific level, in which I lived from adrenaline injector to adrenaline injector, using the materials I scrounged up just so I could make enough bullets to kill the next few enemies. Every bullet I fired that level mattered. Utter dopamine rush of a game.

Edit: Just beat the game. My opinion is unchanged. Game goes hard.",1.0,meaningful,endoparasitic_2
176470935,2990640,Endoparasitic 2,english,2024-10-06 06:38:16,2024-10-01,5,D0-D30,D0-D7,positive,1.0,6.8,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"A major improvement to the first game. If you liked the first, you will like this as well.",1.0,meaningful,endoparasitic_2
176470995,2990640,Endoparasitic 2,english,2024-10-06 06:39:34,2024-10-01,5,D0-D30,D0-D7,positive,1.0,8.7,mid,1,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"It's just more endoparasitic but with better level design, new guns, new enemies, and general quality of life upgrades from the first game (and double the playtime). I love this game so much, it's such a simple but unique twist on survival horror.",1.0,meaningful,endoparasitic_2
176481039,2990640,Endoparasitic 2,english,2024-10-06 10:03:21,2024-10-01,5,D0-D30,D0-D7,positive,1.0,6.633333333333334,mid,6,0.5890032649040222,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Better than the original in every way.

-New gameplay mechanics
-Better graphics\art
-Better Music (OG still not bad but the new ones just fit better)
-Cynte still being a Badass (MF lost both legs and a arm and is STILL GOING!)

One of my favorite Survival Horror Games and i have played RE2 Remake and Dead Space Remake.

Must try if you like Survival Horror.

(Hope the rougelike mode returns)",1.0,meaningful,endoparasitic_2
176512503,2990640,Endoparasitic 2,english,2024-10-06 18:02:37,2024-10-01,5,D0-D30,D0-D7,positive,1.0,7.75,mid,2,0.5406360626220703,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Endoparasitic 2 - 8/10
A janky gem that supersedes the first title

Gameplay:
Same gimmick as the first with you having one limb. However now the weaponry is more modernized with upgrades to pack a ton of bullets in them. It is a lot slower with you needing to hit headshots. It is refreshing for it to be more slow and methodical. Those that liked the faster pacing of the first don’t be afraid. Many floors have an escape section that enrages the monsters letting the new shotgun shine as a murder machine. Crafting is a new thing in the game taking the resident evil two approach to it, two items = one crafted thing. Unfortunately there is an over abundance of pens (bullet part) and injectors (healing item), but an abysmal amount of the intermediate materials need to fully craft both item I personally feel it should’ve been the other way around and I’m sure my 30 of each on the floor of the elevator by the end it the game agrees.
WARNING: Unfortunately the game is very unpolished with two versions to boot up on the steam page the intended version (which has actual blind areas of the map where you can’t see due to a black box overlaying the sky) and the OpenGL version (which runs at a v",1.0,meaningful,endoparasitic_2
176518624,2990640,Endoparasitic 2,english,2024-10-06 19:38:00,2024-10-01,5,D0-D30,D0-D7,positive,1.0,7.7,mid,1,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Better than the first game in almost every way. What a true sequel should aspire to, but no Luce and Cynte sex scene so that bumps it down to like a 7.5/10",1.0,meaningful,endoparasitic_2
176519569,2990640,Endoparasitic 2,english,2024-10-06 19:53:06,2024-10-01,5,D0-D30,D0-D7,positive,1.0,2.816666666666667,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Unique game-play, decently spread out scares, and top notch music!",1.0,meaningful,endoparasitic_2
176529144,2990640,Endoparasitic 2,english,2024-10-06 22:56:17,2024-10-01,5,D0-D30,D0-D7,positive,1.0,7.716666666666667,mid,1,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,Great sequel. Improves everything from the first game to mechanics to visuals,1.0,meaningful,endoparasitic_2
176535441,2990640,Endoparasitic 2,english,2024-10-07 01:30:55,2024-10-01,6,D0-D30,D0-D7,positive,1.0,6.016666666666667,mid,1,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"A great sequel to the original game!

more than just being ""Endoparasitic, but more"" the game feels unique in it's own regard.
The crafting system and floor mechanic were great additions, and in general the design feels polished.
even more so than Endoparasitic 1.

Honestly with all the improvements and the potentially scalable systems that are relatively granular, the game almost feels like another model for a bigger game set with it's ideas. Although at the same time I felt what was available was just enough, without the game overstaying it's welcome

Without spoiling it, just like the last game I think my least favourite part is the ending. The game has a lot
of build up just to once again shift to a pretty big anti-climax. Although the final boss felt a lot better than
Endoparasitic 1's final boss.

Also enemies spawning out of nowhere felt ***Really*** tacky whenever it happened, monster closets were fine but multiple times enemies will just spring up for no reason, and it basically flattened the immersion for me each time it happened

All in all, if you enjoyed Endoparasitic 1, you should buy Endoparasitic 2",1.0,meaningful,endoparasitic_2
176536497,2990640,Endoparasitic 2,english,2024-10-07 01:56:05,2024-10-01,6,D0-D30,D0-D7,positive,1.0,0.9666666666666668,early,1,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,Still new but it was a nice time love the new crafting system and their maybe more!,1.0,meaningful,endoparasitic_2
176581109,2990640,Endoparasitic 2,english,2024-10-07 18:43:39,2024-10-01,6,D0-D30,D0-D7,negative,0.0,5.783333333333333,mid,0,0.4564315676689148,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"At the start i enjoyed it a lot, but after halfway through it started to become a bit repetitive, theres only 6 enemies, 2 of which dont appear in 90% of levels, the levels themselves are fine but not nearly different enough to remain exciting.

theres an annoying amount of backtracking and the save points are scarce.

Everything related to combat is done REALLY well, guns are extremely satisfying to use, in fact theyre the only part that didnt get boring by the end of the game

Its pretty buggy, sometimes when moving your items in your inventory they get stuck and you cant use them until you switch levels... where they disappear permanently

The ending is super underwhelming, no closure on anything, protagonist says ""ill fix this"" and the credits roll.
Not worth buying",1.0,meaningful,endoparasitic_2
176600533,2990640,Endoparasitic 2,english,2024-10-08 01:48:35,2024-10-01,7,D0-D30,D0-D7,positive,1.0,17.516666666666666,late,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Endoparasitic 2 is a very fun game and is a good sequel. I recommend this game to anyone who played and even mildly enjoyed Endoparasitic 1, because any gripes you had about the first might have been fixed or improved majorly in the sequel. 

However, while I had a fun time with this game, a lot of the fun and attachment I had from playing the first one was from one thing: the devlogs. Before playing Endoparasitic 1, I followed along Miz's journey of transforming a game to challenge himself into a fully-fledged game that many have played, struggled, and enjoyed. A sort of bond was created with the creator as the devlogs were released, hyping up the game as it was made. 

This was also the case for Miz's other game, Wrought Flesh, which, even though I did not play it myself (but I probably should and most likely will), as the game evolved and was created, the viewers were able to give their input and opinions as it was made, and the game, because of the large amount of devlogs garnering hundreds of thousands of views, gathered a large amount of attention towards it. 

While this was also the case for Endoparasitic 2, in my opinion, the game felt rushed. 

When I began to play Endo 2",1.0,meaningful,endoparasitic_2
176607966,2990640,Endoparasitic 2,english,2024-10-08 04:32:24,2024-10-01,7,D0-D30,D0-D7,positive,1.0,8.716666666666667,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Good sequel, but it stands on similar footing to the original when you compare the improvements, and its drawbacks.

It adds enough to make the concept feel fresh, but I was hoping for a bit more variety by the end of the game, there are only really 5 enemy types, one of which is an alternate version of the basic enemy, 2 weapons, and 1 somewhat useful tool. And they all replace the original weapons.

It really started to wear out its welcome by the end, I ended up 100% the game in 8 and a half hours. If you played the original and the sequel back to back I think you would end up having a bad time, as the gimmick would feel more drawn out.

All the levels are a repeat of the same formula, getting off an elevator, finding a button to unlock the next floor, and going back to the elevator. It could have been spiced up a bit more, add different objectives or alternate paths between floors, something like that.

Good game though. The ending felt a bit anticlimactic, and it felt like more of a sequel hook than the original.",1.0,meaningful,endoparasitic_2
176610910,2990640,Endoparasitic 2,english,2024-10-08 05:48:44,2024-10-01,7,D0-D30,D0-D7,positive,1.0,3.55,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"I really enjoyed the gameplay. The mechanics are great and inventory system is really satisfying. There's also low quality graphic, which I liked alot. Good-spent 5 dollars",1.0,meaningful,endoparasitic_2
176631848,2990640,Endoparasitic 2,english,2024-10-08 14:26:08,2024-10-01,7,D0-D30,D0-D7,positive,1.0,3.75,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"This game should not be scary i'm literally shaking (and crying) rn.
The entire motif that you only have one arm and you must do every thing with just your mouse, one thing at time is just perfect.
The character design is pretty unique i am still just at floor ten and i must say it was an experience. I have acrophobia and i was just as scared as i was when i was next to a 12 feet ledge (it's worse than how it sounds).

Overall a pretty fun game",1.0,meaningful,endoparasitic_2
176667950,2990640,Endoparasitic 2,english,2024-10-09 01:21:48,2024-10-01,8,D0-D30,D8-D30,positive,1.0,11.866666666666667,late,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"This game really does feel like a nice upgrade to endoparisitic one, it's much more refined and i love the way the inventory is dealt with. Leans into the horror more as well, buy this ♥♥♥♥ rn /silly",1.0,meaningful,endoparasitic_2
176668908,2990640,Endoparasitic 2,english,2024-10-09 01:44:16,2024-10-01,8,D0-D30,D8-D30,positive,1.0,5.266666666666667,mid,1,0.5220588445663452,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"its not as good as the first game's tight gameplay and gunplay, but it is fun. i have a few caviats though; the game can be incredibly punishing if you're doing poorly, as in my run, i don't have enough ammo to survive, and got stuck at one of the later floors. generally the amount of resources went from plentiful, to downright completely non-existent very quickly, and the lack of difficulty options means i have no way to change this. also make the inhibitor things save the game when you shoot them, it would make the game way less annoying
ok thats it",1.0,meaningful,endoparasitic_2
176671107,2990640,Endoparasitic 2,english,2024-10-09 02:38:50,2024-10-01,8,D0-D30,D8-D30,positive,1.0,3.1,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,Greater and more expansive than the first love the new music great game overall,1.0,meaningful,endoparasitic_2
176710052,2990640,Endoparasitic 2,english,2024-10-09 18:09:35,2024-10-01,8,D0-D30,D8-D30,positive,1.0,7.816666666666666,mid,1,0.52173912525177,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"Once again dragging my ass around and dealing with ""too close for comfort"" encounters, I can say this is a good sequel to an already decent game. The music is nice, the gameplay is solid and the simple visuals help the game's atmosphere. However I still have gripes, a couple issues I encountered, both personal opinion and actual game flaws, made certain encounters have an annoying tick to them, here are the issues I can note :

!. The limb enemies can spawn hiding under whole bodies, they do not render above them so it makes any given corpse that looks perfectly intact a potential danger as a random leg or hand comes out completely without warning, some of these even have them looking away from you so you won't know until you get too close and cause aggro. 
2. The same button for grabbing weapons is grabbing the inventory. This is more a personal gripe but I'd like to imagine my character knows the different between his holster and his bag, I've had numerous occasions where, due to frantic movements, I had the bag placed over the spot a weapon is on, upon clicking use it opened the inventory which often did result in a slap from the enemy as now I had to quickly deal with closin",1.0,meaningful,endoparasitic_2
176724590,2990640,Endoparasitic 2,english,2024-10-09 23:28:33,2024-10-01,8,D0-D30,D8-D30,positive,1.0,6.266666666666667,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,Simple but fun. A unique take on interacting with the in the environment. Your hand-eye coordination must be precise to be successful in this game.,1.0,meaningful,endoparasitic_2
176734063,2990640,Endoparasitic 2,english,2024-10-10 03:42:28,2024-10-01,9,D0-D30,D8-D30,negative,0.0,9.35,mid,9,0.5205670595169067,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"This game was genuinely one of the most underwhelming disappointing game experiences i have ever had from a game the first game is miles better in every single way like having better enemies, better guns, better save system, better inventory, and way better level design. The first game was and is one of my favorite games ever but this game has none of what makes the first game special, and it has none of what i enjoyed about the first game the the only things that stays the same are the controls (reloading and movement) and even then its much worse in this game because for one you always get plenty of time between enemies to reload ammo so the dragging ammo into the gun doesn't make the game more intense it just makes the game more annoying and the movement is overwhelmed by the massive (and pointless) levels with nothing to do in them except switch levers and do dumb logic puzzles. So in short this game ruins everything special about the first game and all the new stuff is terrible save your money and watch a play though if you really care about finishing the story but even that doesn't get a true ending unless you like cliffhangers that wont ever be resolved. This is a pure and s",1.0,meaningful,endoparasitic_2
176788545,2990640,Endoparasitic 2,english,2024-10-11 00:07:41,2024-10-01,10,D0-D30,D8-D30,positive,1.0,9.033333333333331,mid,1,0.523809552192688,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"A lot different from the first game, but in many ways an improvement in terms of game design and narrative. It's slow starting out, but if you stick with it, it gets fun.",1.0,meaningful,endoparasitic_2
176799310,2990640,Endoparasitic 2,english,2024-10-11 04:34:04,2024-10-01,10,D0-D30,D8-D30,negative,0.0,2.3833333333333333,mid,8,0.5812272429466248,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"I really like the first game, it's a great experience that got even better with a rogue lite mode for re-play-ability. Which is why it pains me to say that I can't recommend this sequel. I'm only half way through, and it might get better, but saying ""just wait until you get past the boring part, after that it's great!"" isn't a good argument.

To start with the good, music and art design are phenomenal. The atmosphere and enemy design really make you feel tense early on. The flip shotgun is better than the original, imo. It's fun to spin it to reload.

But on to the bad (yes that was really all I had nice to say) the new upgrade system feels bad and unfun. it feels weird no longer needing to remove bullets from the guns, it was fun quickly removing bullets and placing them back into the revolver as quickly as possible. With out that, it feels like im missing something when playing. The inventory and crafting system suck. They aren't engaging, due to level design and resources. There are resources every where, meaning you really wont run out of things, and the limited crafting options just leads to an empty and lackluster feeling. Why have this system with only 5 or so craftable opti",1.0,meaningful,endoparasitic_2
176818936,2990640,Endoparasitic 2,english,2024-10-11 12:46:28,2024-10-01,10,D0-D30,D8-D30,positive,1.0,6.45,mid,1,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"The game much improved over the first game in the series. Altho some new enemy types were a bit annoying and story exposure was a bit low, overall the game really did live up to my expectations. Wonder if there will be a 3rd and final part.",1.0,meaningful,endoparasitic_2
176857788,2990640,Endoparasitic 2,english,2024-10-12 00:03:12,2024-10-01,11,D0-D30,D8-D30,positive,1.0,7.433333333333334,mid,0,0.5,0.0,0.0,11.99,10-20,"Action, Adventure, Indie","Single-player, Family Sharing",,"As someone who really enjoyed the first game, this one's a bit of a mixed bag. While it retains the same gameplay of the first, a lot of it feels like a stale retread. Weapons are made easier to use which takes away from the first game's tactility. Levels are cookie cutter and have no distinction between them. Weapon and enemy variety is lacking and you'll be fighting the same two enemies for most of the game with the same two weapons and little new to offer. Puzzles are pretty boring and I feel most people are not going to like them (I thought they were the right difficulty, but I got tired of staring at spreads of numbers early in the game).

I did like the two new enemies. They themselves are a bit of a puzzle to fight which was cool. It's just they were introduced so late in the game and they were barely utilized. I liked flip cocking the new lever action shotgun with the flick of a mouse. I just wish the rest of the weapons did something unique to make up for the small roster. The changes to the inventory weren't bad, but having the fanny pack attached to your person along with your weapons made misinputs more common and I have died a few times because of it. The story was int",1.0,meaningful,endoparasitic_2
